Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1q5887m,,,Collection,,,,,The Rima Nasir Tarazi Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5fv6958,ark:/21198/z1q5887m,,Work,146.0,0146.01.0233|~|166784|~|72850_ca_object_representations_media_120152_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر وصديقاتها في بيرزيت، 1945-1946,"Rima Nasir and Friends in Birzeit, 1945-1946","Taken in Birzeit, this photograph shows Rima Nasir and her friends in Birzeit including, from the right of the first row, Yousra Bsharat and Rose Rizq, in the second row, Rima Nasir, Loris Bramki and Samira Ghandour, and the third row, Aida Khoury.|~|صورة لريما ناصر وصديقاتها في بيرزيت، وعن من يمين الصف الأول يسرى بشارات وروز رزق، ثم في الصف الثاني تقف ريما ناصر ولوريس برامكي وسميرة غندور، وأخيرًا في الصف الثالث عايدة خوري.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1945; Date created,1945,مجموعة، فتيات، صديقات، طفلة، خارجي، طبيعة، اشجار، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/76195_ca_object_representations_media_120152_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/72850_ca_object_representations_media_120152_original.jpg,https://palarchive.org/index.php/Detail/objects/166784/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:58,24 November 2022 at 9:25:39,"Taken in Birzeit, this photograph shows Rima Nasir and her friends in Birzeit including, from the right of the first row, Yousra Bsharat and Rose Rizq, in the second row, Rima Nasir, Loris Bramki and Samira Ghandour, and the third row, Aida Khoury.",صورة لريما ناصر وصديقاتها في بيرزيت، وعن من يمين الصف الأول يسرى بشارات وروز رزق، ثم في الصف الثاني تقف ريما ناصر ولوريس برامكي وسميرة غندور، وأخيرًا في الصف الثالث عايدة خوري.,black-and-white photographs,,,
ark:/13030/m52p2rg1,ark:/21198/z1q5887m,,Work,146.0,0146.01.0234|~|166785|~|53658_ca_object_representations_media_120153_original.jpg,The Rima Nasir Tarazi Collection,,سلوى ناصر و ريما ناصر في بيرزيت، 1946,"Salwa Nasir and Rima Nasir in Birzeit, 1946","Taken in 1946, this photograph shows Salwa Nasir and Rima Nasir in Birzeit.|~|سلوى ناصر و ريما ناصر في بيرزيت عام 1946.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1946; Date created,1946,فتاتان، عائلة ناصر، اقارب، فساتين، خارجي، طبيعة، اشجار، حجارة، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/19974_ca_object_representations_media_120153_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/53658_ca_object_representations_media_120153_original.jpg,https://palarchive.org/index.php/Detail/objects/166785/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:58,24 November 2022 at 9:25:39,"Taken in 1946, this photograph shows Salwa Nasir and Rima Nasir in Birzeit.",سلوى ناصر و ريما ناصر في بيرزيت عام 1946.,black-and-white photographs,,,
ark:/13030/m58705md,ark:/21198/z1q5887m,,Work,146.0,0146.01.0235|~|166786|~|31422_ca_object_representations_media_120155_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر وعفاف معايعة على سطح كلية بيرزيت،1951,"Rima Nasir and Afaf Ma'ay'a on the Roof of Birzeit College, 1951","Taken in 1951, this photograph shows Rima Nasir and Afaf Ma'ay'a on the roof of Birzeit College.|~| ريما ناصر وعفاف معايعة على سطح كلية بيرزيت عام 1951.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1951; Date created,1951,صديقات، شابات، فساتين، سطح منزل، خارجي، طبيعة، بيوت، اشجار، جبال، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/23094_ca_object_representations_media_120155_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/31422_ca_object_representations_media_120155_original.jpg,https://palarchive.org/index.php/Detail/objects/166786/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:58,24 November 2022 at 9:25:39,"Taken in 1951, this photograph shows Rima Nasir and Afaf Ma'ay'a on the roof of Birzeit College.",ريما ناصر وعفاف معايعة على سطح كلية بيرزيت عام 1951.,black-and-white photographs,,,
ark:/13030/m5xx2804,ark:/21198/z1q5887m,,Work,146.0,0146.01.0236|~|166787|~|90866_ca_object_representations_media_120156_original.jpg,The Rima Nasir Tarazi Collection,,طالبات كلية بيرزيت في حرش أم صفا، 1945,"Birzeit College Students at the Umm Safa Reserve, 1945","Taken in 1946, this photograph shows Birzeit College students during a trip to the Umm Safa Reserve in Birzeit including, Samira al-Saadi, Inaam Budeiri, Diana and Samia Nasir, Basima Sukareyyeh, Rima Nasir, Mary Nazzal, Rose Rizq, Mary Atallah, Ellem Hanna, Loris Rizq, Ayda Anabtawi, Salwa Nasir and Sumayya Barghouthi.|~|طالبات كلية بيرزيت خلال رحلة ترفيهية لحرش أم صفا في بيرزيت عام 1946، وقد عُرف منهنَّ سميرة السعدي وأنعام بديري وديانا وسامية ناصر وباسمة سكرية وريما ناصر وميري نزال وروز رزق وميري عطالله والين حنا ولوريس رزق وعايدة عنبتاوي وسلوى ناصر وسمية برغوثي.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1945,1945,مجموعة، فتيات، صديقات، رحلة ترفيهية، خارجي، طبيعة، اشجار، طعام، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/79173_ca_object_representations_media_120156_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/90866_ca_object_representations_media_120156_original.jpg,https://palarchive.org/index.php/Detail/objects/166787/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:58,24 November 2022 at 9:25:39,"Taken in 1946, this photograph shows Birzeit College students during a trip to the Umm Safa Reserve in Birzeit including, Samira al-Saadi, Inaam Budeiri, Diana and Samia Nasir, Basima Sukareyyeh, Rima Nasir, Mary Nazzal, Rose Rizq, Mary Atallah, Ellem Hanna, Loris Rizq, Ayda Anabtawi, Salwa Nasir and Sumayya Barghouthi.",طالبات كلية بيرزيت خلال رحلة ترفيهية لحرش أم صفا في بيرزيت عام 1946، وقد عُرف منهنَّ سميرة السعدي وأنعام بديري وديانا وسامية ناصر وباسمة سكرية وريما ناصر وميري نزال وروز رزق وميري عطالله والين حنا ولوريس رزق وعايدة عنبتاوي وسلوى ناصر وسمية برغوثي.,black-and-white photographs,,,
ark:/13030/m5xm64s6,ark:/21198/z1q5887m,,Work,146.0,0146.01.0237|~|166788|~|79886_ca_object_representations_media_120158_original.jpg,The Rima Nasir Tarazi Collection,,طالبات مدرسة بيرزيت خلال حصة الرياضة، 1949,"Birzeit School Students during Sports Class, 1949","Taken in 1949, this photograph shows Birzeit School students during sports class.|~|طالبات مدرسة بيرزيت خلال حصة الرياضة عام 1949.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1949; Date created,1949,مجموعة، طالبات، مدرسة، ساحة، فقرة رياضية، حصة مدرسية، زي موحد، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/56072_ca_object_representations_media_120158_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/79886_ca_object_representations_media_120158_original.jpg,https://palarchive.org/index.php/Detail/objects/166788/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:58,24 November 2022 at 9:25:39,"Taken in 1949, this photograph shows Birzeit School students during sports class.",طالبات مدرسة بيرزيت خلال حصة الرياضة عام 1949.,black-and-white photographs,,,
ark:/13030/m5c03w7t,ark:/21198/z1q5887m,,Work,146.0,0146.01.0238|~|166789|~|42684_ca_object_representations_media_120159_original.jpg,The Rima Nasir Tarazi Collection,,عدد من طالبات مدرسة بيرزيت خلال رحلة ترفيهية، 1944,"Several Birzeit School Students during a Trip, 1944","Taken in 1944, this photograph shows Birzeit School students during a trip in Birzeit including, from the right of the first row, Amal Khoury, Suad Salah, Rima Nasir and Vera Bsharat. In the second row, there are Marcel Bsharat, Abla Malhas and Blanche Sabti, while behind them in the third row are Aida Khoury, Nina Musa, Salwa Nasir, Hiyam Ghandour, Loris Bramki and Claire Dallal.|~|طالبات من مدرسة بيرزيت خلال رحلة ترفيهية في بيرزيت عام 1944، وهنَّ من يمين الصف الأول أمل خوري وسعاد صلاح وريما ناصر وفيرا بشارات، ثم في الصف الثاني تقف كل من مارسيل بشارات وعبلة ملحس وبلانش سبتي، وخلفهنَّ في الصف الثالث عايدة خوري ونينا موسى وسلوى ناصر وهيام غندور ولوريس برامكي وكلير دلل.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1944; Date created,1944,مجموعة، طالبات، مدرسة، بيرزيت، رحلة ترفيهية، طبيعة، اشجار، جبل، صخور، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/44938_ca_object_representations_media_120159_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/42684_ca_object_representations_media_120159_original.jpg,https://palarchive.org/index.php/Detail/objects/166789/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:58,24 November 2022 at 9:25:39,"Taken in 1944, this photograph shows Birzeit School students during a trip in Birzeit including, from the right of the first row, Amal Khoury, Suad Salah, Rima Nasir and Vera Bsharat. In the second row, there are Marcel Bsharat, Abla Malhas and Blanche Sabti, while behind them in the third row are Aida Khoury, Nina Musa, Salwa Nasir, Hiyam Ghandour, Loris Bramki and Claire Dallal.",طالبات من مدرسة بيرزيت خلال رحلة ترفيهية في بيرزيت عام 1944، وهنَّ من يمين الصف الأول أمل خوري وسعاد صلاح وريما ناصر وفيرا بشارات، ثم في الصف الثاني تقف كل من مارسيل بشارات وعبلة ملحس وبلانش سبتي، وخلفهنَّ في الصف الثالث عايدة خوري ونينا موسى وسلوى ناصر وهيام غندور ولوريس برامكي وكلير دلل.,black-and-white photographs,,,
ark:/13030/m5sv5d2w,ark:/21198/z1q5887m,,Work,146.0,0146.01.0239|~|166790|~|40736_ca_object_representations_media_120160_original.jpg,The Rima Nasir Tarazi Collection,,ريما وديانا ناصر برفقة معلمتهم، 1946,"Rima and Diana Nasir with their Teacher, 1946","Taken during a trip in 1946, this photograph shows Vera Jreidini between her two students, Diana and Rima Nasir.|~|صورة تظهر فيها ديانا ناصر وريما ناصر وتتوسطهن معلمتهنَّ فيرا جريديني، التُقطت خلال إحدى الرحلات الترفيهية عام 1946.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1946; Date created,1946,طالبتان، معلمة، رحلة ترفيهية، مدرسة بيرزيت، طبيعة، اشجار، جبل، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/99245_ca_object_representations_media_120160_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/40736_ca_object_representations_media_120160_original.jpg,https://palarchive.org/index.php/Detail/objects/166790/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:58,24 November 2022 at 9:25:39,"Taken during a trip in 1946, this photograph shows Vera Jreidini between her two students, Diana and Rima Nasir.",صورة تظهر فيها ديانا ناصر وريما ناصر وتتوسطهن معلمتهنَّ فيرا جريديني، التُقطت خلال إحدى الرحلات الترفيهية عام 1946.,black-and-white photographs,,,
ark:/13030/m55f6g2c,ark:/21198/z1q5887m,,Work,146.0,0146.01.0240|~|166791|~|48374_ca_object_representations_media_120161_original.jpg,The Rima Nasir Tarazi Collection,,عايدة خوري و ميري عطالله، 1946,"Aida Khoury and Mary Atallah, 1946","Taken in 1946, this photograph shows two Birzeit College students, Aida Khoury and Mary Atallah.|~|صورة للطالبتين في كلية بيرزيت عايدة خوري وميري عطالله عام 1946.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1946; Date created,1946,فتاتان، صديقات، خارجي، طبيعة، اشجار، نباتات، ازهار، مبنى، مدرسة، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/99010_ca_object_representations_media_120161_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/48374_ca_object_representations_media_120161_original.jpg,https://palarchive.org/index.php/Detail/objects/166791/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:58,24 November 2022 at 9:25:39,"Taken in 1946, this photograph shows two Birzeit College students, Aida Khoury and Mary Atallah.",صورة للطالبتين في كلية بيرزيت عايدة خوري وميري عطالله عام 1946.,black-and-white photographs,,,
ark:/13030/m5wx56ws,ark:/21198/z1q5887m,,Work,146.0,0146.01.0241|~|166792|~|81008_ca_object_representations_media_120162_original.jpg,The Rima Nasir Tarazi Collection,,حورية الحسيني وسميحة الحاج إبراهيم، 1944,"Houria al-Husseini and Samiha al-Hajj Ibrahim, 1944","Taken in 1944, this photograph shows two students of Birzeit College, Houria al-Husseini and Samiha al-Hajj Ibrahim.|~|صورة للطالبتين في كلية بيرزيت حورية الحسيني وسميحة الحاج إبراهيم عام 1944.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1944; Date created,1944,فتاتان، صديقات، خارجي، طبيعة، اشجار، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,The two students at Birzeit College: Houria Al-Husseini and Samiha Al-Haj Ibrahim in 1944.,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/41859_ca_object_representations_media_120162_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/81008_ca_object_representations_media_120162_original.jpg,https://palarchive.org/index.php/Detail/objects/166792/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:58,24 November 2022 at 9:25:40,"Taken in 1944, this photograph shows two students of Birzeit College, Houria al-Husseini and Samiha al-Hajj Ibrahim.",صورة للطالبتين في كلية بيرزيت حورية الحسيني وسميحة الحاج إبراهيم عام 1944.,black-and-white photographs,The two students at Birzeit College: Houria Al-Husseini and Samiha Al-Haj Ibrahim in 1944.,,
ark:/13030/m57734jx,ark:/21198/z1q5887m,,Work,146.0,0146.01.0242|~|166793|~|29136_ca_object_representations_media_120163_original.jpg,The Rima Nasir Tarazi Collection,,الطفل ممدوح بشارات برفقة صديقه في بيرزيت، 1940-1945,"Young Mamdouh Bsharat with His Friend in Birzeit, 1940-1945","Taken in the early 1940s in front of the Birzeit School building, this photograph shows, from the right, young Mamdouh Bsharat and an unknown child.|~|صورة التُقطت من أمام مبنى مدرسة بيرزيت مطلع أربعينيات القرن العشرين، ويظهر فيها من اليمين الطفل ممدوح بشارات وطفل غير معروف اسمه.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1940; Date created,1940,طفلين، عائلة بشارات، خارجي، طبيعة، اشجار، ازهار، مدرسة، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/88259_ca_object_representations_media_120163_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/29136_ca_object_representations_media_120163_original.jpg,https://palarchive.org/index.php/Detail/objects/166793/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:58,24 November 2022 at 9:25:40,"Taken in the early 1940s in front of the Birzeit School building, this photograph shows, from the right, young Mamdouh Bsharat and an unknown child.",صورة التُقطت من أمام مبنى مدرسة بيرزيت مطلع أربعينيات القرن العشرين، ويظهر فيها من اليمين الطفل ممدوح بشارات وطفل غير معروف اسمه.,black-and-white photographs,,,
ark:/13030/m5dk34vz,ark:/21198/z1q5887m,,Work,146.0,0146.01.0243|~|166794|~|59459_ca_object_representations_media_120164_original.jpg,The Rima Nasir Tarazi Collection,,سميرة غندور في بيرزيت، 1946,"Samira Ghandour in Birzeit, 1946","Taken in 1946, this photograph shows Samira Ghandour in Birzeit.|~|صورة لسميرة غندور في بيرزيت عام 1946.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1946; Date created,1946,فتاة، فستان، عائلة غندور، خارجي، طبيعة، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/27219_ca_object_representations_media_120164_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/59459_ca_object_representations_media_120164_original.jpg,https://palarchive.org/index.php/Detail/objects/166794/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:59,24 November 2022 at 9:25:40,"Taken in 1946, this photograph shows Samira Ghandour in Birzeit.",صورة لسميرة غندور في بيرزيت عام 1946.,black-and-white photographs,,,
ark:/13030/m51c9m3p,ark:/21198/z1q5887m,,Work,146.0,0146.01.0244|~|166795|~|87023_ca_object_representations_media_120165_original.jpg,The Rima Nasir Tarazi Collection,,طالبات كلية بيرزيت خلال عرض رياضي في ساحة الكلية، 1949,"Birzeit College Students during a Sports Show in the College Yard, 1949","Taken in 1949, this photograph shows Birzeit College students during a sports show in the College yard.|~|طالبات كلية بيرزيت خلال عرض رياضي في ساحة الكلية عام 1949.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1949; Date created,1949,مجموعة، طالبات، مدرسة، ساحة، فقرة رياضية، حصة مدرسية، زي موحد، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/60565_ca_object_representations_media_120165_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/87023_ca_object_representations_media_120165_original.jpg,https://palarchive.org/index.php/Detail/objects/166795/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:59,24 November 2022 at 9:25:40,"Taken in 1949, this photograph shows Birzeit College students during a sports show in the College yard.",طالبات كلية بيرزيت خلال عرض رياضي في ساحة الكلية عام 1949.,black-and-white photographs,,,
ark:/13030/m5s54g5s,ark:/21198/z1q5887m,,Work,146.0,0146.01.0245|~|166796|~|30973_ca_object_representations_media_120166_original.jpg,The Rima Nasir Tarazi Collection,,طالبات كلية بيرزيت خلال رحلة مدرسيّة، 1946,"Birzeit College Students during a School Trip, 1946","Taken in 1946, this photograph shows Birzeit College students during a school trip including Diana and Rima Nasir, Raymond Dallal, Salwa Saadeh, Salwa Nasir, Samira al-Saadi, Samira Ghandour, Subhyeh Malhas, Abla Bsharat, Abla Farajallah, Mary Atallah and Yousra Bsharat.|~|صورة لطالبات كلية بيرزيت خلال رحلة مدرسيّة عام 1946، وقد عُرِف منهنَّ ديانا وريما ناصر وريموند دلل وسلوى سعادة وسلوى ناصر وسميرة السعدي وسميرة غندور وصبحية ملحس وعبلة بشارات عبلة فرج الله وماري عطالله ويسرى بشارات.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1946 | Date created,1946,حافلة، شوفير، رحلة مدرسية، مجموعة، طالبات، مدرسة، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/91082_ca_object_representations_media_120166_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/30973_ca_object_representations_media_120166_original.jpg,https://palarchive.org/index.php/Detail/objects/166796/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:59,24 November 2022 at 9:25:40,"Taken in 1946, this photograph shows Birzeit College students during a school trip including Diana and Rima Nasir, Raymond Dallal, Salwa Saadeh, Salwa Nasir, Samira al-Saadi, Samira Ghandour, Subhyeh Malhas, Abla Bsharat, Abla Farajallah, Mary Atallah and Yousra Bsharat.",صورة لطالبات كلية بيرزيت خلال رحلة مدرسيّة عام 1946، وقد عُرِف منهنَّ ديانا وريما ناصر وريموند دلل وسلوى سعادة وسلوى ناصر وسميرة السعدي وسميرة غندور وصبحية ملحس وعبلة بشارات عبلة فرج الله وماري عطالله ويسرى بشارات.,black-and-white photographs,,,
ark:/13030/m5wm93p8,ark:/21198/z1q5887m,,Work,146.0,0146.01.0246|~|166797|~|1754_ca_object_representations_media_120167_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر وإيميلي دواني خلال رحلة إلى أريحا مع كلية بيرزيت، 1952,"Rima Nasir and Emily Dawwani during a Trip to Jericho with Birzeit College, 1952","Taken in 1952, this photograph shows Rima Nasir and Emily Dawwani during a trip to Jericho with Birzeit College.|~|ريما ناصر وإيميلي دواني خلال رحلة إلى أريحا مع كلية بيرزيت عام 1952.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1952; Date created,1952,حافلة، اشخاص، معلمة، رحلة، مدرسة بيرزيت، اريحا,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/83984_ca_object_representations_media_120167_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/1/1754_ca_object_representations_media_120167_original.jpg,https://palarchive.org/index.php/Detail/objects/166797/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:59,24 November 2022 at 9:25:40,"Taken in 1952, this photograph shows Rima Nasir and Emily Dawwani during a trip to Jericho with Birzeit College.",ريما ناصر وإيميلي دواني خلال رحلة إلى أريحا مع كلية بيرزيت عام 1952.,black-and-white photographs,,,
