"Unnamed: 0","Item ARK","Parent ARK","File Name","Object Type","coll id","AltIdentifier.local","Collection","Series","Title","AltTitle.other","Description.note","References","Genre","Language","Type.typeOfResource","Date.created","Date.normalized","Note","Subject.coordinates","Subject topic","Inscription","media.format","media.height","media.width","Thumbnail","IIIF Access URL","External item record","Repository","Rights.servicesContact","Acquisition method","Physical status","Violent Content","Series & Collection","Creation date/time","Last modification date/time","Description (Eng)","Description (Ara)","Genre (old)","Inscription (old)","Inscription 2 (old)","Alt Title","IIIF Manifest URL"
"107","ark:/13030/m53k0qzd","ark:/21198/z1325fjz","","Work","20.0","0020.01.0107|~|20054|~|37639_ca_object_representations_media_10131_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","دورة في فن التفصيل والخياطة قدمتها جمعية الشابات المسلمات في القدس","A Sewing Course Held by the Young Muslim Women Association in Jerusalem","A colour photograph featuring a Sewing Course held by the Young Muslim Women Association in Jerusalem.|~|صورة ملونة للطالبات خلال دورة في فن التفصيل والخياطة قدمتها جمعية الشابات المسلمات في القدس.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","","still image","","","","[31.768319,35.21371]","","","image/jpeg","4084","5804","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/65206_ca_object_representations_media_10131_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/37639_ca_object_representations_media_10131_original.jpg","https://palarchive.org/index.php/Detail/objects/20054/lang/en_US","The Palestinian Museum ","info@palarchive.org","","good; 224","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:52","9 March 2021 at 19:26:45","A colour photograph featuring a Sewing Course held by the Young Muslim Women Association in Jerusalem.","صورة ملونة للطالبات خلال دورة في فن التفصيل والخياطة قدمتها جمعية الشابات المسلمات في القدس.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm53k0qzd/manifest"
"108","ark:/13030/m5kh80bb","ark:/21198/z1325fjz","","Work","20.0","0020.01.0108|~|20055|~|22887_ca_object_representations_media_10132_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","مكتبة جمعية الشابات المسلمات في القدس","The Library of the Young Muslim Women Association in Jerusalem","A colour photograph featuring the library of the Young Muslim Women Association in Jerusalem.|~|صورة ملونة من مكتبة جمعية الشابات المسلمات في القدس.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","","still image","","","جمعية الشابات المسلمات - القدس","[31.768319,35.21371]","","","image/jpeg","4106","5809","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/41875_ca_object_representations_media_10132_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/22887_ca_object_representations_media_10132_original.jpg","https://palarchive.org/index.php/Detail/objects/20055/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:52","9 March 2021 at 19:26:45","A colour photograph featuring the library of the Young Muslim Women Association in Jerusalem.","صورة ملونة من مكتبة جمعية الشابات المسلمات في القدس.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5kh80bb/manifest"
"109","ark:/13030/m5np9gdr","ark:/21198/z1325fjz","","Work","20.0","0020.02.0001|~|24227|~|79804_ca_object_representations_media_14053_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص إقامة إفطار خيري","A Newspaper Clip Involves News about the Young Muslim Women Association in Jerusalem, Regarding Having a Charitable Breakfast.","A Newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding having a charitable breakfast at Wadi al-Joz neighborhood.|~|قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص إقامة إفطار خيري في حي واد الجوز.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","","text","13 December 2016; Date created","2016-12-13","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","3802","3985","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/45336_ca_object_representations_media_14053_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/79804_ca_object_representations_media_14053_original.jpg","https://palarchive.org/index.php/Detail/objects/24227/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:28","9 March 2021 at 19:26","A Newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding having a charitable breakfast at Wadi al-Joz neighborhood.","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص إقامة إفطار خيري في حي واد الجوز.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5np9gdr/manifest"
"110","ark:/13030/m5rg360n","ark:/21198/z1325fjz","","Work","20.0","0020.02.0002|~|24228|~|75659_ca_object_representations_media_14054_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي نعياً لجمعية الشابات المسلمات في القدس","A Newspaper Clip Involves an Obituary of the Young Muslim Women Association in Jerusalem","A newspaper clip involves an obituary of the Young Muslim Women Association in Jerusalem, consoling the association president, Samira Abu Ghazala.|~|قصاصة من جريدة تحوي نعياً لجمعية الشابات المسلمات في القدس يعزون فيه برئيسة الجمعية سميرة أبو غزالة.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","14 January 2017; Date created","2017-01-14","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","4786","2590","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/64677_ca_object_representations_media_14054_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/75659_ca_object_representations_media_14054_original.jpg","https://palarchive.org/index.php/Detail/objects/24228/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:28","9 March 2021 at 19:26","A newspaper clip involves an obituary of the Young Muslim Women Association in Jerusalem, consoling the association president, Samira Abu Ghazala.","قصاصة من جريدة تحوي نعياً لجمعية الشابات المسلمات في القدس يعزون فيه برئيسة الجمعية سميرة أبو غزالة.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5rg360n/manifest"
"111","ark:/13030/m52k3pt1","ark:/21198/z1325fjz","","Work","20.0","0020.02.0003|~|24229|~|59268_ca_object_representations_media_14055_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص انتخاب هيئة إدارية جديدة","A Newspaper Clip Involves News about the Young Muslim Women Association in Jerusalem, Regarding Electing a New Administrative Body","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding electing a new administrative body, headed by Ndira Abu Ghazaleh. |~|قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص انتخاب هيئة إدارية جديدة برئاسة نديرة أبو غزالة.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","24 May 2017; Date created","2017-05-24","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","2442","6297","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/65157_ca_object_representations_media_14055_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/59268_ca_object_representations_media_14055_original.jpg","https://palarchive.org/index.php/Detail/objects/24229/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:28","9 March 2021 at 19:26","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding electing a new administrative body, headed by Ndira Abu Ghazaleh.","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص انتخاب هيئة إدارية جديدة برئاسة نديرة أبو غزالة.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm52k3pt1/manifest"
"112","ark:/13030/m5mq2f8x","ark:/21198/z1325fjz","","Work","20.0","0020.02.0004|~|24230|~|36146_ca_object_representations_media_14056_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس","A Newspaper Clip Involves News about the Young Muslim Women Association in Jerusalem","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem.|~|قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","1 April 2016; Date created","2016-04-01","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","4420","6006","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/92529_ca_object_representations_media_14056_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/36146_ca_object_representations_media_14056_original.jpg","https://palarchive.org/index.php/Detail/objects/24230/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:28","9 March 2021 at 19:26","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem.","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5mq2f8x/manifest"
"113","ark:/13030/m5c60xv7","ark:/21198/z1325fjz","","Work","20.0","0020.02.0005|~|24231|~|14351_ca_object_representations_media_14058_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً بخصوص فوز ماهرة الدجاني بجائزة","A Newspaper Clip Involves News, Regarding Winning a Prize by Mahira al-Dajani","A newspaper clipping features news about the Young Muslim Women Association in Jerusalem, regarding winning the prize of the Outstanding Holy Woman of 2016 by Mahira al-Dajani.|~|قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص فوز ماهرة الدجاني بجائزة المرأة المقدسة المتميزة للعام 2016.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","25 March 2016; Date created","2016-03-25","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","5910","4302","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/78347_ca_object_representations_media_14058_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/14351_ca_object_representations_media_14058_original.jpg","https://palarchive.org/index.php/Detail/objects/24231/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:29","9 March 2021 at 19:26","A newspaper clipping features news about the Young Muslim Women Association in Jerusalem, regarding winning the prize of the Outstanding Holy Woman of 2016 by Mahira al-Dajani.","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص فوز ماهرة الدجاني بجائزة المرأة المقدسة المتميزة للعام 2016.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5c60xv7/manifest"
"114","ark:/13030/m57f065r","ark:/21198/z1325fjz","","Work","20.0","0020.02.0006|~|24232|~|14907_ca_object_representations_media_14059_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس","A Newspaper Clip Involves News about the Young Muslim Women Association in Jerusalem","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, and mentions Nozha Abu Nusseibeh.|~|قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس تستذكر فيها نزهة أبو نسيبة.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","2 February 2014; Date created","2014-02-02","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","4557","5921","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/59399_ca_object_representations_media_14059_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/14907_ca_object_representations_media_14059_original.jpg","https://palarchive.org/index.php/Detail/objects/24232/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:29","9 March 2021 at 19:26","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, and mentions Nozha Abu Nusseibeh.","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس تستذكر فيها نزهة أبو نسيبة.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm57f065r/manifest"
"115","ark:/13030/m5fz4ngq","ark:/21198/z1325fjz","","Work","20.0","0020.02.0007|~|24233|~|31058_ca_object_representations_media_14060_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي إعلان وظيفة في جمعية الشابات المسلمات في القدس","A Newspaper Clip Involves a Job Announcement at the Young Muslim Women Association in Jerusalem","A newspaper clip involves a announcement of executive secretary vacancy at the Young Muslim Women Association in Jerusalem.|~|قصاصة من جريدة تحوي إعلان وظيفة سكرتيرة تنفيذية في جمعية الشابات المسلمات في القدس.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","13 May 2014; Date created","2014-05-13","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","3939","5948","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/75300_ca_object_representations_media_14060_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/31058_ca_object_representations_media_14060_original.jpg","https://palarchive.org/index.php/Detail/objects/24233/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:29","9 March 2021 at 19:26","A newspaper clip involves a announcement of executive secretary vacancy at the Young Muslim Women Association in Jerusalem.","قصاصة من جريدة تحوي إعلان وظيفة سكرتيرة تنفيذية في جمعية الشابات المسلمات في القدس.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5fz4ngq/manifest"
"116","ark:/13030/m5t22fn5","ark:/21198/z1325fjz","","Work","20.0","0020.02.0008|~|24234|~|6416_ca_object_representations_media_14061_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص زيارة","A Newspaper Clip Involves News about the Young Muslim Women Association in Jerusalem, Regarding a Visit","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding a visit the association went on, to al-Zahra House for orphanages, in al-Eizariya.|~|قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص زيارة قامت بها الجمعية إلى بيت الزهراء لليتيمات في العيزرية.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","9 April 2010; Date created","2010-04-09","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","5674","4115","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/38339_ca_object_representations_media_14061_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/6416_ca_object_representations_media_14061_original.jpg","https://palarchive.org/index.php/Detail/objects/24234/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:29","9 March 2021 at 19:26","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding a visit the association went on, to al-Zahra House for orphanages, in al-Eizariya.","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص زيارة قامت بها الجمعية إلى بيت الزهراء لليتيمات في العيزرية.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5t22fn5/manifest"
"117","ark:/13030/m5b63wr9","ark:/21198/z1325fjz","","Work","20.0","0020.02.0009|~|24235|~|48945_ca_object_representations_media_14062_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص تكريم","A Newspaper Clip Involves News about the Young Muslim Women Association in Jerusalem Regarding Honoring","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding honoring Ms. Umm Zaki Nusseibeh as an honorary president of the association.|~|قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص تكريم للسيدة أم زكي نسيبة كرئيسة فخرية للجمعية.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","9 September 2013; Date created","2013-09-09","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","5497","3953","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/82661_ca_object_representations_media_14062_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/48945_ca_object_representations_media_14062_original.jpg","https://palarchive.org/index.php/Detail/objects/24235/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:29","9 March 2021 at 19:26","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding honoring Ms. Umm Zaki Nusseibeh as an honorary president of the association.","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص تكريم للسيدة أم زكي نسيبة كرئيسة فخرية للجمعية.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5b63wr9/manifest"
"118","ark:/13030/m5v76wn3","ark:/21198/z1325fjz","","Work","20.0","0020.02.0010|~|24236|~|98912_ca_object_representations_media_14063_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص افطار خيري نظمته الجمعية","A Newspaper Clip Involves News about the Young Muslim Women Association in Jerusalem, Regarding a Charitable Breakfast Arranged by the Association","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding a charitable breakfast arranged by the association|~|قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص افطار خيري نظمته الجمعية.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","5 October 2013; Date created","2013-10-05","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","5846","4048","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/55670_ca_object_representations_media_14063_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/98912_ca_object_representations_media_14063_original.jpg","https://palarchive.org/index.php/Detail/objects/24236/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:29","9 March 2021 at 19:26","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding a charitable breakfast arranged by the association","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص افطار خيري نظمته الجمعية.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5v76wn3/manifest"
"119","ark:/13030/m5kq5d7w","ark:/21198/z1325fjz","","Work","20.0","0020.02.0011|~|24237|~|97142_ca_object_representations_media_14064_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","بطاقة دعوة لإفطار خيري لجمعية الشابات المسلمات في القدس","An Invitation Card for a Charitable Breakfast of the Young Muslim Women Association in Jerusalem","An invitation card for a charitable breakfast of the Young Muslim Women Association in Jerusalem, on October 3, 2013.|~|بطاقة دعوة لإفطار خيري أقامته جمعية الشابات المسلمات في القدس بتاريخ 3 أكتوبر 2013.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","2013; Date created","2013","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","3706","6402","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/23021_ca_object_representations_media_14064_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/97142_ca_object_representations_media_14064_original.jpg","https://palarchive.org/index.php/Detail/objects/24237/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:30","9 March 2021 at 19:26","An invitation card for a charitable breakfast of the Young Muslim Women Association in Jerusalem, on October 3, 2013.","بطاقة دعوة لإفطار خيري أقامته جمعية الشابات المسلمات في القدس بتاريخ 3 أكتوبر 2013.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5kq5d7w/manifest"
"120","ark:/13030/m5qg64z6","ark:/21198/z1325fjz","","Work","20.0","0020.02.0012|~|24238|~|10407_ca_object_representations_media_14065_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً بخصوص تكريم نزهة نسيبة","A Newspaper Clip Involves News Regarding Honoring Nuzha Nusseibeh","A newspaper clip involves news regarding honoring Nuzha Nusseibeh.|~|قصاصة من جريدة تحوي خبراً بخصوص تكريم نزهة نسيبة","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","14 February 2014; Date created","2014-02-14","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","4190","4155","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/52596_ca_object_representations_media_14065_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/10407_ca_object_representations_media_14065_original.jpg","https://palarchive.org/index.php/Detail/objects/24238/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:30","9 March 2021 at 19:26","A newspaper clip involves news regarding honoring Nuzha Nusseibeh.","قصاصة من جريدة تحوي خبراً بخصوص تكريم نزهة نسيبة","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5qg64z6/manifest"
"121","ark:/13030/m56f351c","ark:/21198/z1325fjz","","Work","20.0","0020.02.0013|~|24239|~|35332_ca_object_representations_media_14066_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص بنائها","A Newspaper Clip Involves News about the Young Muslim Women Association in Jerusalem, Regarding the Association Construction","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding the association construction, and the Palestinian Government commitment of continuing the project. |~|قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص بنائها والتزام الحكومة الفلسطينية باستكمال المشروع.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","22 June 2008; Date created","2008-06-22","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","6472","2218","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/23135_ca_object_representations_media_14066_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/35332_ca_object_representations_media_14066_original.jpg","https://palarchive.org/index.php/Detail/objects/24239/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:30","9 March 2021 at 19:26","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding the association construction, and the Palestinian Government commitment of continuing the project.","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص بنائها والتزام الحكومة الفلسطينية باستكمال المشروع.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm56f351c/manifest"
