Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1d27h8r,,,Collection,,,,,The Yousef Qutob Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5w45ggs,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0577|~|90052|~|96837_ca_object_representations_media_59062_original.jpg,The Yousef Qutob Collection,,مواجهات بين مجموعة من الشباب وقوات الاحتلال,Young men in clashes with the Occupation Forces,A colored photo showing the clashes between a group of young people and the occupation forces at Al-Balou' on Friday 6/4/2018 in Ramallah|~|.صورة ملونة، تظهر فيها مواجهات بين مجموعة من الشباب وقوات الاحتلال عند الستي ان يوم الجمعة بتاريخ 6/4/2018 في رام الله,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,6 April 2018; Date created,2018-04-06,,,,رام الله.مواجهات على البلوع الستي ان.الجمعةة6/4/2018 عدسة:يوسف القطب|~|Ramallah/ clashes in Al-Balou' /4/6/2018: By Yousef Qutub,image/jpeg,3624,2420,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/75283_ca_object_representations_media_59062_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/96837_ca_object_representations_media_59062_original.jpg,https://palarchive.org/index.php/Detail/objects/90052/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:13:33,9 March 2021 at 11:43:37,A colored photo showing the clashes between a group of young people and the occupation forces at Al-Balou' on Friday 6/4/2018 in Ramallah,.صورة ملونة، تظهر فيها مواجهات بين مجموعة من الشباب وقوات الاحتلال عند الستي ان يوم الجمعة بتاريخ 6/4/2018 في رام الله,color photographs,رام الله.مواجهات على البلوع الستي ان.الجمعةة6/4/2018 عدسة:يوسف القطب,Ramallah/ clashes in Al-Balou' /4/6/2018: By Yousef Qutub,
ark:/13030/m5rg3f4b,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0578|~|90053|~|86627_ca_object_representations_media_59063_original.jpg,The Yousef Qutob Collection,,مواجهات بين مجموعة من الشباب وقوات الاحتلال,Young men in clashes with the Occupation Forces,A colored photo showing the clashes between a group of young people and the occupation forces at Al-Balou' on Friday 6/4/2018 in Ramallah|~|.صورة ملونة، تظهر فيها مواجهات بين مجموعة من الشباب وقوات الاحتلال عند الستي ان يوم الجمعة بتاريخ 6/4/2018 في رام الله,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,6 April 2018; Date created,2018-04-06,,,,رام الله.مواجهات على البلوع الستي ان.الجمعة6/4/2018 عدسة:يوسف القطب|~|Ramallah/ clashes in Al-Balou' /4/6/2018: By Yousef Qutub,image/jpeg,5408,3864,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/36047_ca_object_representations_media_59063_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/86627_ca_object_representations_media_59063_original.jpg,https://palarchive.org/index.php/Detail/objects/90053/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:13:33,9 March 2021 at 11:43:37,A colored photo showing the clashes between a group of young people and the occupation forces at Al-Balou' on Friday 6/4/2018 in Ramallah,.صورة ملونة، تظهر فيها مواجهات بين مجموعة من الشباب وقوات الاحتلال عند الستي ان يوم الجمعة بتاريخ 6/4/2018 في رام الله,color photographs,رام الله.مواجهات على البلوع الستي ان.الجمعة6/4/2018 عدسة:يوسف القطب,Ramallah/ clashes in Al-Balou' /4/6/2018: By Yousef Qutub,
ark:/13030/m5zw962t,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0579|~|90054|~|44752_ca_object_representations_media_59064_original.jpg,The Yousef Qutob Collection,,مواجهات بين مجموعة من الشباب وقوات الاحتلال,Young men in clashes with the Occupation Forces,A colored photo showing the clashes between a group of young people and the occupation forces at Al-Balou' on Friday 6/4/2018 in Ramallah|~|.صورة ملونة، تظهر فيها مواجهات بين مجموعة من الشباب وقوات الاحتلال عند الستي ان يوم الجمعة بتاريخ 6/4/2018 في رام الله,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,6 April 2018; Date created,2018-04-06,,,,رام الله.مواجهات على البلوع الستي ان.الجمعة6/4/2018 عدسة:يوسف القطب|~|Ramallah/ clashes in Al-Balou' /4/6/2018: By Yousef Qutub,image/jpeg,3216,4217,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/79388_ca_object_representations_media_59064_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/44752_ca_object_representations_media_59064_original.jpg,https://palarchive.org/index.php/Detail/objects/90054/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:13:33,9 March 2021 at 11:43:37,A colored photo showing the clashes between a group of young people and the occupation forces at Al-Balou' on Friday 6/4/2018 in Ramallah,.صورة ملونة، تظهر فيها مواجهات بين مجموعة من الشباب وقوات الاحتلال عند الستي ان يوم الجمعة بتاريخ 6/4/2018 في رام الله,color photographs,رام الله.مواجهات على البلوع الستي ان.الجمعة6/4/2018 عدسة:يوسف القطب,Ramallah/ clashes in Al-Balou' /4/6/2018: By Yousef Qutub,
ark:/13030/m5qk53bc,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0580|~|90055|~|94744_ca_object_representations_media_59065_original.jpg,The Yousef Qutob Collection,,مواجهات ومسيرة ضد اقامة الجدار في بلعين,The march and clashess against building a segregation wall in Bil'in,"A photo for the march and clashes against building a segregation wall in Bil'in, in 24/12/2010|~|صورة ملونة، تظهر فيها مسيرة ومواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري في بلعين بتاريخ 24/12/2010","Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,24 December 2010; Date created,2010-12-24,,,,بلعين : مسيرة ومواجهات ضد افامة الجدار 24/12/2010 عدسة يوسف القطب|~|Bil'in: The march and clashes against building a segregation wall in 24/12/2010: Yousef Qutub,image/jpeg,3372,4752,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/6927_ca_object_representations_media_59065_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/94744_ca_object_representations_media_59065_original.jpg,https://palarchive.org/index.php/Detail/objects/90055/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:13:33,9 March 2021 at 11:43:37,"A photo for the march and clashes against building a segregation wall in Bil'in, in 24/12/2010",صورة ملونة، تظهر فيها مسيرة ومواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري في بلعين بتاريخ 24/12/2010,color photographs,بلعين : مسيرة ومواجهات ضد افامة الجدار 24/12/2010 عدسة يوسف القطب,Bil'in: The march and clashes against building a segregation wall in 24/12/2010: Yousef Qutub,
ark:/13030/m5v774q8,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0581|~|90056|~|72293_ca_object_representations_media_59066_original.jpg,The Yousef Qutob Collection,,مواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري في نعلين,The march and clashess of a group of people against building a segregation wall in Bil'in,"A photo for the march and clashes against building a segregation wall in Bil'in, in 24/12/2010|~|صورة ملونة، تظهر فيها مسيرة ومواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري في بلعين بتاريخ 24/12/2010","Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,24 April 2010; Date created,2010-04-24,,,,بلعين : مسيرة ومواجهات ضد افامة الجدار 24/12/2010 عدسة يوسف القطب|~|Bil'in: The march and clashes against building a segregation wall in 24/12/2010: Yousef Qutub,image/jpeg,2628,4128,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/26173_ca_object_representations_media_59066_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/72293_ca_object_representations_media_59066_original.jpg,https://palarchive.org/index.php/Detail/objects/90056/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:13:33,9 March 2021 at 11:43:37,"A photo for the march and clashes against building a segregation wall in Bil'in, in 24/12/2010",صورة ملونة، تظهر فيها مسيرة ومواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري في بلعين بتاريخ 24/12/2010,color photographs,بلعين : مسيرة ومواجهات ضد افامة الجدار 24/12/2010 عدسة يوسف القطب,Bil'in: The march and clashes against building a segregation wall in 24/12/2010: Yousef Qutub,
ark:/13030/m52w027x,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0582|~|90057|~|18676_ca_object_representations_media_59067_original.jpg,The Yousef Qutob Collection,,مسيرة ومواجهات مجموعة من الاشخاص ضد اقامة الجدار في بلعين,The march and clashess of a group of people against building a segregation wall in Bil'in,"A photo for the march and clashes against building a segregation wall in Bil'in, in 24/12/2010|~|صورة ملونة، تظهر فيها مسيرة ومواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري في بلعين بتاريخ 24/12/2010","Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,24 April 2010; Date created,2010-04-24,,,,بلعين : مسيرة ومواجهات ضد افامة الجدار 24/12/2010 عدسة يوسف القطب|~|Bil'in: The march and clashes against building a segregation wall in 24/12/2010: Yousef Qutub,image/jpeg,2814,4050,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/96331_ca_object_representations_media_59067_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/18676_ca_object_representations_media_59067_original.jpg,https://palarchive.org/index.php/Detail/objects/90057/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:13:34,9 March 2021 at 11:43:37,"A photo for the march and clashes against building a segregation wall in Bil'in, in 24/12/2010",صورة ملونة، تظهر فيها مسيرة ومواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري في بلعين بتاريخ 24/12/2010,color photographs,بلعين : مسيرة ومواجهات ضد افامة الجدار 24/12/2010 عدسة يوسف القطب,Bil'in: The march and clashes against building a segregation wall in 24/12/2010: Yousef Qutub,
ark:/13030/m5tb8t07,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0583|~|90058|~|67091_ca_object_representations_media_59068_original.jpg,The Yousef Qutob Collection,,مسيرة ومواجهات مجموعة من الاشخاص ضد اقامة الجدار في بلعين,The march and clashess of a group of people against building a segregation wall in Bil'in,"A photo for the march and clashes against building a segregation wall in Bil'in, in 24/12/2010|~|صورة ملونة، تظهر فيها مسيرة ومواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري في بلعين بتاريخ 24/12/2010","Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,24 April 2010; Date created,2010-04-24,,,,بلعين : مسيرة ومواجهات ضد افامة الجدار 24/12/2010 عدسة يوسف القطب|~|Bil'in: The march and clashes against building a segregation wall in 24/12/2010: Yousef Qutub,image/jpeg,3354,4752,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/30033_ca_object_representations_media_59068_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/67091_ca_object_representations_media_59068_original.jpg,https://palarchive.org/index.php/Detail/objects/90058/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:13:34,9 March 2021 at 11:43:37,"A photo for the march and clashes against building a segregation wall in Bil'in, in 24/12/2010",صورة ملونة، تظهر فيها مسيرة ومواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري في بلعين بتاريخ 24/12/2010,color photographs,بلعين : مسيرة ومواجهات ضد افامة الجدار 24/12/2010 عدسة يوسف القطب,Bil'in: The march and clashes against building a segregation wall in 24/12/2010: Yousef Qutub,
ark:/13030/m57f0fbw,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0584|~|90059|~|63882_ca_object_representations_media_59069_original.jpg,The Yousef Qutob Collection,,ومواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري,The march and clashess of a group of people against building a segregation wall,"A photo for the march and clashes against building a segregation wall in Bil'in, in 24/12/2010|~|صورة ملونة، تظهر فيها مسيرة ومواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري في بلعين بتاريخ 24/12/2010","Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,24 December 2010; Date created,2010-12-24,,,,بلعين : مسيرة ومواجهات ضد افامة الجدار 24/12/2010 عدسة يوسف القطب|~|Bil'in: The march and clashes against building a segregation wall in 24/12/2010: Yousef Qutub,image/jpeg,3384,4752,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/83564_ca_object_representations_media_59069_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/63882_ca_object_representations_media_59069_original.jpg,https://palarchive.org/index.php/Detail/objects/90059/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:13:34,9 March 2021 at 11:43:37,"A photo for the march and clashes against building a segregation wall in Bil'in, in 24/12/2010",صورة ملونة، تظهر فيها مسيرة ومواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري في بلعين بتاريخ 24/12/2010,color photographs,بلعين : مسيرة ومواجهات ضد افامة الجدار 24/12/2010 عدسة يوسف القطب,Bil'in: The march and clashes against building a segregation wall in 24/12/2010: Yousef Qutub,
ark:/13030/m53n9pmm,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0585|~|90060|~|1367_ca_object_representations_media_59070_original.jpg,The Yousef Qutob Collection,,مواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري,The march and clashess of a group of people against building a segregation wall,"A photo for the march and clashes against building a segregation wall in Bil'in, in 24/12/2010|~|صورة ملونة، تظهر فيها مسيرة ومواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري في بلعين بتاريخ 24/12/2010","Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,24 December 2010; Date created,2010-12-24,,,,بلعين : مسيرة ومواجهات ضد افامة الجدار 24/12/2010 عدسة يوسف القطب|~|Bil'in: The march and clashes against building a segregation wall in 24/12/2010: Yousef Qutub,image/jpeg,2940,4374,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/75270_ca_object_representations_media_59070_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/1367_ca_object_representations_media_59070_original.jpg,https://palarchive.org/index.php/Detail/objects/90060/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:13:34,9 March 2021 at 11:43:37,"A photo for the march and clashes against building a segregation wall in Bil'in, in 24/12/2010",صورة ملونة، تظهر فيها مسيرة ومواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري في بلعين بتاريخ 24/12/2010,color photographs,بلعين : مسيرة ومواجهات ضد افامة الجدار 24/12/2010 عدسة يوسف القطب,Bil'in: The march and clashes against building a segregation wall in 24/12/2010: Yousef Qutub,
ark:/13030/m5v774s5,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0586|~|90061|~|13543_ca_object_representations_media_59071_original.jpg,The Yousef Qutob Collection,,مواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري في بلعين,clashess of a group of people against building a segregation wall in Bil'in,"A photo for the march and clashes against building a segregation wall in Bil'in, in 24/12/2010|~|صورة ملونة، تظهر فيها مسيرة ومواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري في بلعين بتاريخ 24/12/2010","Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,24 December 2010; Date created,2010-12-24,,,,بلعين : مسيرة ومواجهات ضد افامة الجدار 24/12/2010 عدسة يوسف القطب|~|Bil'in: The march and clashes against building a segregation wall in 24/12/2010: Yousef Qutub,image/jpeg,3402,4752,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/61276_ca_object_representations_media_59071_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/13543_ca_object_representations_media_59071_original.jpg,https://palarchive.org/index.php/Detail/objects/90061/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:13:34,9 March 2021 at 11:43:37,"A photo for the march and clashes against building a segregation wall in Bil'in, in 24/12/2010",صورة ملونة، تظهر فيها مسيرة ومواجهات مجموعة من الاشخاص ضد اقامة الجدار العنصري في بلعين بتاريخ 24/12/2010,color photographs,بلعين : مسيرة ومواجهات ضد افامة الجدار 24/12/2010 عدسة يوسف القطب,Bil'in: The march and clashes against building a segregation wall in 24/12/2010: Yousef Qutub,
ark:/13030/m5pk827f,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0587|~|90062|~|13227_ca_object_representations_media_59072_original.jpg,The Yousef Qutob Collection,,متضامنون دوليون واهالي بلعين يزرعون اشجار الزيتون,"People of Bil'in, in addition to internationals are planting olive trees",A colored photo showing international solidarity and people of Bil'in planting olive trees near the Apartheid Wall on 26/12/2010.|~|صورة ملونة، تظهر فيها متضامنون دوليون واهالي بالعين يقومون بزراعة أشجار الزيتون قرب الجدار بتاريخ 26/12/2010,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,26 December 2010; Date created,2010-12-26,,,,بلعين: متضامنون دوليون واهالي بالعين يزرعون أشجار الزيتون قرب الجدار 26/12/2010: عدسة يوسف القطب|~|People of Bil'in and internationals are planting olive trees near the Apartheid Wall on 26/12/2010: By Yousef Qutub,image/jpeg,4992,3168,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/19052_ca_object_representations_media_59072_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/13227_ca_object_representations_media_59072_original.jpg,https://palarchive.org/index.php/Detail/objects/90062/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:13:34,9 March 2021 at 11:43:37,A colored photo showing international solidarity and people of Bil'in planting olive trees near the Apartheid Wall on 26/12/2010.,صورة ملونة، تظهر فيها متضامنون دوليون واهالي بالعين يقومون بزراعة أشجار الزيتون قرب الجدار بتاريخ 26/12/2010,color photographs,بلعين: متضامنون دوليون واهالي بالعين يزرعون أشجار الزيتون قرب الجدار 26/12/2010: عدسة يوسف القطب,People of Bil'in and internationals are planting olive trees near the Apartheid Wall on 26/12/2010: By Yousef Qutub,
ark:/13030/m52s1bt6,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0588|~|90063|~|22910_ca_object_representations_media_59073_original.jpg,The Yousef Qutob Collection,,متضامنة دولية وشاب من أهالي قرية بلعين - غرب رام الله، يزرعان اشجار الزيتون,"People of Bil'in, in addition to internationals are planting olive trees",A colored photo showing international solidarity and people of Bil'in planting olive trees near the Apartheid Wall on 26/12/2010.|~|صورة ملونة، تظهر فيها متضامنة دولية وشاب من أهالي قرية بلعين - غرب رام الله، يزرعان اشجار الزيتون قرب الجدار بتاريخ 26/12/2010,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,26 December 2010; Date created,2010-12-26,,,,بلعين: متضامنون دوليون واهالي بالعين يزرعون أشجار الزيتون قرب الجدار 26/12/2010: عدسة يوسف القطب|~|People of Bil'in and internationals are planting olive trees near the Apartheid Wall on 26/12/2010: By Yousef Qutub,image/jpeg,3258,4500,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/17818_ca_object_representations_media_59073_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/22910_ca_object_representations_media_59073_original.jpg,https://palarchive.org/index.php/Detail/objects/90063/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:13:34,9 March 2021 at 11:43:37,A colored photo showing international solidarity and people of Bil'in planting olive trees near the Apartheid Wall on 26/12/2010.,صورة ملونة، تظهر فيها متضامنة دولية وشاب من أهالي قرية بلعين - غرب رام الله، يزرعان اشجار الزيتون قرب الجدار بتاريخ 26/12/2010,color photographs,بلعين: متضامنون دوليون واهالي بالعين يزرعون أشجار الزيتون قرب الجدار 26/12/2010: عدسة يوسف القطب,People of Bil'in and internationals are planting olive trees near the Apartheid Wall on 26/12/2010: By Yousef Qutub,
ark:/13030/m5qg6d1d,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0589|~|90064|~|48474_ca_object_representations_media_59074_original.jpg,The Yousef Qutob Collection,,مواجهات بين مجموعة من الشباب وقوات الاحتلال,Young men in clashes with the Occupation Forces,A colored photo showing international solidarity and people of Bil'in planting olive trees near the Apartheid Wall on 26/12/2010.|~|صورة ملونة، تظهر فيها مواجهات بين مجموعة من الشباب وقوات الاحتلال اثناء قمعهم لمسيرة زرع الزيتون بتاريخ 26/12/2010 في بلعين," Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,26 December 2010; Date created,2010-12-26,,,,"بلعين: قوات الاحتلال تقمع المشاركين في مسيرة زرع الزيتون بجانب الجدار 26/12/2010 ""عدسة يوسف القطب|~|The suppression of those who participated in an ""olive tree planting march"" neat the wall: 26/12/2010: Yousef Qutub",image/jpeg,2454,3834,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/72813_ca_object_representations_media_59074_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/48474_ca_object_representations_media_59074_original.jpg,https://palarchive.org/index.php/Detail/objects/90064/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:13:34,9 March 2021 at 11:43:37,A colored photo showing international solidarity and people of Bil'in planting olive trees near the Apartheid Wall on 26/12/2010.,صورة ملونة، تظهر فيها مواجهات بين مجموعة من الشباب وقوات الاحتلال اثناء قمعهم لمسيرة زرع الزيتون بتاريخ 26/12/2010 في بلعين,color photographs,"بلعين: قوات الاحتلال تقمع المشاركين في مسيرة زرع الزيتون بجانب الجدار 26/12/2010 ""عدسة يوسف القطب","The suppression of those who participated in an ""olive tree planting march"" neat the wall: 26/12/2010: Yousef Qutub",
ark:/13030/m5z10v8b,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0590|~|90065|~|46439_ca_object_representations_media_59075_original.jpg,The Yousef Qutob Collection,,مواجهات بين مجموعة من الشباب وقوات الاحتلال,Young men in clashes with the Occupation Forces,A colored photo showing the clashes between a group of young people and the occupation forces during the 2000 Intifada in Ramallah|~|.صورة ملونة، تظهر فيها مواجهات بين مجموعة من الشباب وقوات الاحتلال اثناء انتفاضة 2000 في مدينة رام الله," Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,2000; Date created,2000,,,,"مواجهات في رام الله 2000 عدسة يوسف القطب|~|Clashes in Ramallah in 2000,by Yousef Qutub",image/jpeg,3360,5040,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/78143_ca_object_representations_media_59075_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/46439_ca_object_representations_media_59075_original.jpg,https://palarchive.org/index.php/Detail/objects/90065/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:13:35,9 March 2021 at 11:43:37,A colored photo showing the clashes between a group of young people and the occupation forces during the 2000 Intifada in Ramallah,.صورة ملونة، تظهر فيها مواجهات بين مجموعة من الشباب وقوات الاحتلال اثناء انتفاضة 2000 في مدينة رام الله,color photographs,مواجهات في رام الله 2000 عدسة يوسف القطب,"Clashes in Ramallah in 2000,by Yousef Qutub",
ark:/13030/m5t803mw,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0591|~|90066|~|81433_ca_object_representations_media_59076_original.jpg,The Yousef Qutob Collection,,مواجهات بين طفل وقوات الاحتلال في البيره,clashess between a child and the Occupation Forces in Al-Bireh,A colored photo showing a child during the clashes with the occupation in Al-Bireh Street|~|.صورة ملونة، تظهر فيها طفل اثناء المواجهات مع الاحتلال في شارع الارسال البيره,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,,"مواجهات في شارع الارسال البيره عدسة: يوسف القطب|~|Clashes in Al-Irsal in Al-Bireh, by Yousef Qutub",image/jpeg,3648,5040,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/53797_ca_object_representations_media_59076_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/0/81433_ca_object_representations_media_59076_original.jpg,https://palarchive.org/index.php/Detail/objects/90066/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:13:35,9 March 2021 at 11:43:37,A colored photo showing a child during the clashes with the occupation in Al-Bireh Street,.صورة ملونة، تظهر فيها طفل اثناء المواجهات مع الاحتلال في شارع الارسال البيره,color photographs,مواجهات في شارع الارسال البيره عدسة: يوسف القطب,"Clashes in Al-Irsal in Al-Bireh, by Yousef Qutub",
