Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1rg1dpv,,,Collection,,,,,The Cooperative Society for Olive Pressing in Beit Jala Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5rr9djb,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0098|~|75162|~|19794_ca_object_representations_media_43587_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,مطالبة مالية من الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا لأحد الزبائن لدفع ثمن جفت قام بشرائه,A financial claim from the Cooperative Society for Olive Pressing in Beit Jala to a customer to pay for the olive pomace he bought,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,3 August 1988,1988-08-03,,,,Text,image/jpeg,6939,4409,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/30877_ca_object_representations_media_43587_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/19794_ca_object_representations_media_43587_original.jpg,https://palarchive.org/index.php/Detail/objects/75162/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19,9 March 2021 at 12:04:08,,,,,Text,
ark:/13030/m55v11sn,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0099|~|75163|~|60767_ca_object_representations_media_43588_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,رسالة من أمين المستودعات في الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا حول كشوفات الجرد في الجمعية,A letter from the warehouseman of the Cooperative Society for Olive Pressing in Beit Jala regarding stock taking,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,29 July 1987,1987-07-29,,,,Text,image/jpeg,7083,4505,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/8351_ca_object_representations_media_43588_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/60767_ca_object_representations_media_43588_original.jpg,https://palarchive.org/index.php/Detail/objects/75163/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:01,9 March 2021 at 12:04:08,,,,,Text,
ark:/13030/m57t543q,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0100|~|75164|~|31720_ca_object_representations_media_43589_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 4 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1980,Minutes of Session No. 4 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1980,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,4 June 1980,1980-06-04,,,,Text,image/jpeg,5325,3722,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/29286_ca_object_representations_media_43589_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/31720_ca_object_representations_media_43589_original.jpg,https://palarchive.org/index.php/Detail/objects/75164/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:01,9 March 2021 at 12:04:07,,,,,Text,
ark:/13030/m5xd8h04,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0101|~|75165|~|73986_ca_object_representations_media_43590_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 5 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1980,Minutes of Session No. 5 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1980,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,20 June 1980,1980-06-20,,,,Text,image/jpeg,5325,3722,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/24327_ca_object_representations_media_43590_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/73986_ca_object_representations_media_43590_original.jpg,https://palarchive.org/index.php/Detail/objects/75165/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:01,9 March 2021 at 12:04:07,,,,,Text,
ark:/13030/m5424cc9,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0102|~|75166|~|88105_ca_object_representations_media_43591_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 6 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1980,Minutes of Session No. 6 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1980,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,25 July 1980,1980-07-25,,,,Text,image/jpeg,5325,3722,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/66263_ca_object_representations_media_43591_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/88105_ca_object_representations_media_43591_original.jpg,https://palarchive.org/index.php/Detail/objects/75166/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:01,9 March 2021 at 12:04:07,,,,,Text,
ark:/13030/m54v40rm,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0103|~|75167|~|61674_ca_object_representations_media_43592_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 7 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1980,Minutes of Session No. 7 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1980,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,26 August 1980,1980-08-26,,,,Text,image/jpeg,5325,3722,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/82040_ca_object_representations_media_43592_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/61674_ca_object_representations_media_43592_original.jpg,https://palarchive.org/index.php/Detail/objects/75167/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:02,9 March 2021 at 12:04:06,,,,,Text,
ark:/13030/m5093mm4,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0104|~|75168|~|33559_ca_object_representations_media_43593_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 8 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1980,Minutes of Session No. 8 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1980,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,3 September 1980,1980-09-03,,,,Text,image/jpeg,5325,3722,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/76490_ca_object_representations_media_43593_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/33559_ca_object_representations_media_43593_original.jpg,https://palarchive.org/index.php/Detail/objects/75168/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:02,9 March 2021 at 12:04:06,,,,,Text,
ark:/13030/m5gv33jw,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0105|~|75169|~|40629_ca_object_representations_media_43595_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 9 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1980,Minutes of Session No. 9 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1980,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,2 October 1980,1980-10-02,,,,Text,image/jpeg,5325,3744,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/28103_ca_object_representations_media_43595_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/40629_ca_object_representations_media_43595_original.jpg,https://palarchive.org/index.php/Detail/objects/75169/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:02,9 March 2021 at 12:04:05,,,,,Text,
ark:/13030/m5c32bq4,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0106|~|75170|~|64343_ca_object_representations_media_43597_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 10 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1980,Minutes of Session No. 10 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1980,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,24 October 1980,1980-10-24,,,,Text,image/jpeg,5325,3744,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/37516_ca_object_representations_media_43597_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/64343_ca_object_representations_media_43597_original.jpg,https://palarchive.org/index.php/Detail/objects/75170/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:02,9 March 2021 at 12:04:05,,,,,Text,
ark:/13030/m57b1m18,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0107|~|75171|~|27476_ca_object_representations_media_43598_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 11 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1981,Minutes of Session No. 11 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1981,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,2 February 1981,1981-02-02,,,,Text,image/jpeg,5325,3744,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/11711_ca_object_representations_media_43598_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/27476_ca_object_representations_media_43598_original.jpg,https://palarchive.org/index.php/Detail/objects/75171/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:02,9 March 2021 at 12:04:05,,,,,Text,
ark:/13030/m5fv6295,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0108|~|75172|~|21379_ca_object_representations_media_43599_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 12 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1981,Minutes of Session No. 12 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1981,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,16 February 1981,1981-02-16,,,,Text,image/jpeg,5325,3744,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/41278_ca_object_representations_media_43599_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/21379_ca_object_representations_media_43599_original.jpg,https://palarchive.org/index.php/Detail/objects/75172/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:03,9 March 2021 at 12:04:04,,,,,Text,
ark:/13030/m5161zb6,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0109|~|75173|~|47429_ca_object_representations_media_43600_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 13 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1981,Minutes of Session No. 13 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1981,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,22 March 1981,1981-03-22,,,,Text,image/jpeg,5325,3744,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/74412_ca_object_representations_media_43600_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/47429_ca_object_representations_media_43600_original.jpg,https://palarchive.org/index.php/Detail/objects/75173/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:03,9 March 2021 at 12:04:04,,,,,Text,
ark:/13030/m5rp0q7x,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0110|~|75174|~|97383_ca_object_representations_media_43602_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 14 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1981,Minutes of Session No. 14 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1981,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,22 April 1981,1981-04-22,,,,Text,image/jpeg,5325,3744,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/86682_ca_object_representations_media_43602_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/97383_ca_object_representations_media_43602_original.jpg,https://palarchive.org/index.php/Detail/objects/75174/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:03,9 March 2021 at 12:04:03,,,,,Text,
ark:/13030/m56t830s,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0111|~|75175|~|12109_ca_object_representations_media_43603_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 15 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1981,Minutes of Session No. 15 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1981,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,12 May 1981,1981-05-12,,,,Text,image/jpeg,5325,3744,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/50366_ca_object_representations_media_43603_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/12109_ca_object_representations_media_43603_original.jpg,https://palarchive.org/index.php/Detail/objects/75175/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:03,9 March 2021 at 12:04:03,,,,,Text,
ark:/13030/m52p2hmx,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0112|~|75176|~|1060_ca_object_representations_media_43604_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,وقائع الاجتماع العادي للجنة إدارة الجمعية التعاونية لعصر الزيتون رقم 2 في بلدة بيت جالا للعام 1981,Proceedings of the Ordinary Session No. 2 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1981,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,19 June 1981,1981-06-19,,,,Text,image/jpeg,5325,3744,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/47733_ca_object_representations_media_43604_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/1060_ca_object_representations_media_43604_original.jpg,https://palarchive.org/index.php/Detail/objects/75176/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:03,9 March 2021 at 12:04:02,,,,,Text,
ark:/13030/m5z96tr7,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0113|~|75177|~|85794_ca_object_representations_media_43605_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,وقائع الاجتماع العادي للجنة إدارة الجمعية التعاونية لعصر الزيتون رقم 3 في بلدة بيت جالا للعام 1981,Proceedings of the Ordinary Session No. 3 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1981,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,6 July 1981,1981-07-06,,,,Text,image/jpeg,5325,3744,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/42107_ca_object_representations_media_43605_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/85794_ca_object_representations_media_43605_original.jpg,https://palarchive.org/index.php/Detail/objects/75177/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:04,9 March 2021 at 12:04:02,,,,,Text,
