Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1s52bn5,,,Collection,,,,,The Mahmoud Shukair Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5v776vw,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0064|~|125966|~|48255_ca_object_representations_media_96521_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,"من عرض مسرحية ""ديمقراطي بالعافية"" على المسرح الوطني الفلسطيني في القدس عام 1996","From a theatrical performance entitled ""Barely Democratic"" in the National Palestinian Theatre in Jerusalem in 1996","A colour photograph taken during a theatrical performance entitled ""Barely Democratic"" in Jerusalem in 1996. Shown in the photo, Mahmoud Shukair and director Waleed Abdel-Salam and actor Zuheir Nobani to his right, and Adnan Abu Sneneh to his left. The play was written by Mahmoud Shukair|~|صورة ملونة من من عرض مسرحية ""ديمقراطي بالعافية"" على المسرح الوطني الفلسطيني في القدس عام 1996. يظهر في الصورة محمود شقير وإلى يمينه: المخرج وليد عبد السلام، والممثل زهير النوباني، وإلى يساره عدنان أبو سنينة. وقد كتب المسرحية محمود شقير.","Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,1996; Date created,1996,,"[31.768319,35.21371]",,"محمود شقير  الخامس من اليسار  إلى يمينه المخرج وليد عبد السلام والممثل زهير النوباني  وإلى يساره الممثل عدنان أبو سنينة وبقية  فريق مسرحية ""ديمقراطي بالعافية"" التي كتبها محمود شقير.  الصورة بعد أحد عروض المسرحية على خشبة المسرح الوني الفلسطيني / القدس 1996|~|Mahmoud Shukair (fifth on the left), director Waleed Abdel-Salam and actor Zuheir Nobani to his right, and Adnan Abu Sneneh to his left along with the other actors who acted Shukair's play ""Barely Democratic"". The photo was taken on stage after the show / at the National Palestinian Theatre / Jerusalem in 1996",image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/30749_ca_object_representations_media_96521_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/48255_ca_object_representations_media_96521_original.jpg,https://palarchive.org/index.php/Detail/objects/125966/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:45,9 March 2021 at 11:26:29,"A colour photograph taken during a theatrical performance entitled ""Barely Democratic"" in Jerusalem in 1996. Shown in the photo, Mahmoud Shukair and director Waleed Abdel-Salam and actor Zuheir Nobani to his right, and Adnan Abu Sneneh to his left. The play was written by Mahmoud Shukair","صورة ملونة من من عرض مسرحية ""ديمقراطي بالعافية"" على المسرح الوطني الفلسطيني في القدس عام 1996. يظهر في الصورة محمود شقير وإلى يمينه: المخرج وليد عبد السلام، والممثل زهير النوباني، وإلى يساره عدنان أبو سنينة. وقد كتب المسرحية محمود شقير.",color photographs,"محمود شقير  الخامس من اليسار  إلى يمينه المخرج وليد عبد السلام والممثل زهير النوباني  وإلى يساره الممثل عدنان أبو سنينة وبقية  فريق مسرحية ""ديمقراطي بالعافية"" التي كتبها محمود شقير.  الصورة بعد أحد عروض المسرحية على خشبة المسرح الوني الفلسطيني / القدس 1996","Mahmoud Shukair (fifth on the left), director Waleed Abdel-Salam and actor Zuheir Nobani to his right, and Adnan Abu Sneneh to his left along with the other actors who acted Shukair's play ""Barely Democratic"". The photo was taken on stage after the show / at the National Palestinian Theatre / Jerusalem in 1996",
ark:/13030/m5qg6g51,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0065|~|125967|~|98887_ca_object_representations_media_96523_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,"زهير النوباني خلال عرض مسرحية ""ديمقراطي بالعافية"" عام 1996","Zuheir Nobani in 1996 during his act in the ""Barely Democratic"" play","A colour photograph of Zuheir Nobani in 1996 during his act in the ""Barely Democratic"" play written by Mahmoud Shukair|~|صورة ملونة يظهر فيها زهير النوباني خلال عرض مسرحية ""ديمقراطي بالعافية"" عام 1996 ، وهي مسرحية من تأليف محمود شقير.","Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,1996; Date created,1996,,"[31.768319,35.21371]",,"الممثل زهير النوباني وإلى يمينه الممثلة ميساء الخطيب  في مسرحية ""ديمراطي بالعافية"" االتي كتبها محمود شقير 1996|~|Actor Zuheir Nobani and Maysa' Khateb to his right performing ""Barely Democratic"" play; written by Mahmoud Shukair",image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/24572_ca_object_representations_media_96523_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/98887_ca_object_representations_media_96523_original.jpg,https://palarchive.org/index.php/Detail/objects/125967/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:46,9 March 2021 at 11:26:29,"A colour photograph of Zuheir Nobani in 1996 during his act in the ""Barely Democratic"" play written by Mahmoud Shukair","صورة ملونة يظهر فيها زهير النوباني خلال عرض مسرحية ""ديمقراطي بالعافية"" عام 1996 ، وهي مسرحية من تأليف محمود شقير.",color photographs,"الممثل زهير النوباني وإلى يمينه الممثلة ميساء الخطيب  في مسرحية ""ديمراطي بالعافية"" االتي كتبها محمود شقير 1996","Actor Zuheir Nobani and Maysa' Khateb to his right performing ""Barely Democratic"" play; written by Mahmoud Shukair",
ark:/13030/m5104rkx,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0066|~|125968|~|94257_ca_object_representations_media_96525_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,محمود شقير خلال عمله في وزارة الثقافة في رام الله عام 1997,Mahmoud Shukair during his work at the Ministry of Culture in Ramallah in 1997,A colour photograph of Mahmoud Shukair during his work at the Ministry of Culture in Ramallah in 1997|~|صورة ملونة لمحمود شقير خلال عمله في وزارة الثقافة في رام الله عام 1997.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,1997; Date created,1997,,"[31.9037641,35.2034184]",,محمود شقير في مكتبه  في وزارة الثقافة / رام الله1997|~|Mahmoud Shukair in his office at the Ministry of Culture / Ramallah 1997,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/67837_ca_object_representations_media_96525_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/94257_ca_object_representations_media_96525_original.jpg,https://palarchive.org/index.php/Detail/objects/125968/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:46,9 March 2021 at 11:26:29,A colour photograph of Mahmoud Shukair during his work at the Ministry of Culture in Ramallah in 1997,صورة ملونة لمحمود شقير خلال عمله في وزارة الثقافة في رام الله عام 1997.,color photographs,محمود شقير في مكتبه  في وزارة الثقافة / رام الله1997,Mahmoud Shukair in his office at the Ministry of Culture / Ramallah 1997,
ark:/13030/m57h96vt,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0067|~|125969|~|60359_ca_object_representations_media_96527_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,محمود شقير خلال المشاركة في ندوة في عمّان عام 2003,Mahmoud Shukair participating a seminar at Darat Al-Funun in Amman in 1999,A colour photograph of Mahmoud Shukair with the writer Tawfiq Rayyad at a seminar in Amman in 2003|~|صورة ملونة يظهر فيها محمود شقير وإلى جانبه الكاتب توفيق فيّاض خلال المشاركة في ندوة في عمّان عام 2003.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,2 March 2003; Date created,2003-03-02,,"[31.9539494,35.910635]",,"محمود شقير/ الأول من اليمين وإلى جواره الكاتب توفيق فياض  في عمان أثناء انعقاد ندوة مؤنس الرزاز  2/3/2003|~|Mahmoud Shukair (first on the right)/ writer Tawfiq Rayyad next to him, in Amman on 2/3/ 2003 during Mo'ens Razaz's seminar",image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/83982_ca_object_representations_media_96527_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/60359_ca_object_representations_media_96527_original.jpg,https://palarchive.org/index.php/Detail/objects/125969/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:46,9 March 2021 at 11:26:29,A colour photograph of Mahmoud Shukair with the writer Tawfiq Rayyad at a seminar in Amman in 2003,صورة ملونة يظهر فيها محمود شقير وإلى جانبه الكاتب توفيق فيّاض خلال المشاركة في ندوة في عمّان عام 2003.,color photographs,محمود شقير/ الأول من اليمين وإلى جواره الكاتب توفيق فياض  في عمان أثناء انعقاد ندوة مؤنس الرزاز  2/3/2003,"Mahmoud Shukair (first on the right)/ writer Tawfiq Rayyad next to him, in Amman on 2/3/ 2003 during Mo'ens Razaz's seminar",
ark:/13030/m5mq2rj7,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0068|~|125970|~|72195_ca_object_representations_media_96529_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,محمود شقير في عمّان عام 1993,Mahmoud Shukair in Amman in 1993,A colour photograph of Mahmoud Shukair in Amman in 1993|~|صورة ملونة لمحمود شقير في عمّان عام 1993.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,1993; Date created,1993,,"[31.9539494,35.910635]",,محمود شقير  عمّان 1993|~|Mahmoud Shukair / Amman 1993,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/69306_ca_object_representations_media_96529_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/72195_ca_object_representations_media_96529_original.jpg,https://palarchive.org/index.php/Detail/objects/125970/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:46,9 March 2021 at 11:26:29,A colour photograph of Mahmoud Shukair in Amman in 1993,صورة ملونة لمحمود شقير في عمّان عام 1993.,color photographs,محمود شقير  عمّان 1993,Mahmoud Shukair / Amman 1993,
ark:/13030/m52s1dxc,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0069|~|125971|~|37513_ca_object_representations_media_96531_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,مؤتمر الأدباء والكُتّاب العرب في عمّان عام 1992,Arab Authors conference in Amman in 1992,A colour photograph of Mahmoud Shukair at the Arab Authors conference in Amman in 1992|~|صورة ملونة يظهر فيها محمود شقير خلال مؤتمر الأدباء والكُتّاب العرب في عمّان عام 1992.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,1992; Date created,1992,,"[31.9539494,35.910635]",,عمان 1992  أثناء انعقاد مؤتمر الأدباء والكتاب العرب|~|Amman 1992. During the Arab Authors conference,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/80581_ca_object_representations_media_96531_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/37513_ca_object_representations_media_96531_original.jpg,https://palarchive.org/index.php/Detail/objects/125971/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:46,9 March 2021 at 11:26:29,A colour photograph of Mahmoud Shukair at the Arab Authors conference in Amman in 1992,صورة ملونة يظهر فيها محمود شقير خلال مؤتمر الأدباء والكُتّاب العرب في عمّان عام 1992.,color photographs,عمان 1992  أثناء انعقاد مؤتمر الأدباء والكتاب العرب,Amman 1992. During the Arab Authors conference,
ark:/13030/m53r8g32,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0070|~|125972|~|18114_ca_object_representations_media_96533_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,مؤتمر الأدباء والكُتّاب العرب في عمّان عام 1992,Arab Authors conference in Amman in 1992,A colour photograph of Mahmoud Shukair with Jamil Barakat and Mohammad Kharoub at the Arab Authors conference in Amman in 1992|~|صورة ملونة يظهر فيها محمود شقير وجميل بركات و محمد خروب خلال مؤتمر الأدباء والكُتّاب العرب في عمّان عام 1992.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,1992; Date created,1992,,"[31.9539494,35.910635]",,المركز الثقافي في الملكي/ عمّان 1992  محمود شقير/ رئيس وفد الاتحاد العام للكتاب والصحفيين الفلسطينيين أثناء انعقاد مؤتمر اتحاد الكتاب العرب في عمان  على اليسار: جميل بركات  على اليمين : محمد خروب|~|Royal Cultural Center / Amman 1992. Mahmoud Shukair/Head of the delegation of the General Federation of Palestinian Writers and Journalists during the Arab Authors conference. On the left: Jamil Barakat / On the right: Mohammad Kharoub,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/49166_ca_object_representations_media_96533_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/18114_ca_object_representations_media_96533_original.jpg,https://palarchive.org/index.php/Detail/objects/125972/lang/en_US,The Palestinian Museum ,info@palarchive.org,gift,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:46,9 March 2021 at 11:26:29,A colour photograph of Mahmoud Shukair with Jamil Barakat and Mohammad Kharoub at the Arab Authors conference in Amman in 1992,صورة ملونة يظهر فيها محمود شقير وجميل بركات و محمد خروب خلال مؤتمر الأدباء والكُتّاب العرب في عمّان عام 1992.,color photographs,المركز الثقافي في الملكي/ عمّان 1992  محمود شقير/ رئيس وفد الاتحاد العام للكتاب والصحفيين الفلسطينيين أثناء انعقاد مؤتمر اتحاد الكتاب العرب في عمان  على اليسار: جميل بركات  على اليمين : محمد خروب,Royal Cultural Center / Amman 1992. Mahmoud Shukair/Head of the delegation of the General Federation of Palestinian Writers and Journalists during the Arab Authors conference. On the left: Jamil Barakat / On the right: Mohammad Kharoub,
ark:/13030/m5t805q2,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0071|~|125973|~|51914_ca_object_representations_media_96535_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,مؤتمر الأدباء والكُتّاب العرب في عمّان عام 1992,Arab Authors conference in Amman in 1992,A colour photograph of Mahmoud Shukair at the Arab Authors conference in Amman in 1992|~|صورة ملونة يظهر فيها محمود شقير خلال مؤتمر الأدباء والكُتّاب العرب في عمّان عام 1992.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,1992; Date created,1992,,"[31.9539494,35.910635]",,عمان 1992  أثناء انعقاد مؤتمر الأدباء والكتاب العرب|~|Amman 1992. During the Arab Authors conference,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/21442_ca_object_representations_media_96535_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/51914_ca_object_representations_media_96535_original.jpg,https://palarchive.org/index.php/Detail/objects/125973/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:46,9 March 2021 at 11:26:29,A colour photograph of Mahmoud Shukair at the Arab Authors conference in Amman in 1992,صورة ملونة يظهر فيها محمود شقير خلال مؤتمر الأدباء والكُتّاب العرب في عمّان عام 1992.,color photographs,عمان 1992  أثناء انعقاد مؤتمر الأدباء والكتاب العرب,Amman 1992. During the Arab Authors conference,
ark:/13030/m5c89zk5,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0072|~|125974|~|63149_ca_object_representations_media_96537_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,مؤتمر الأدباء والكُتّاب العرب في عمّان عام 1992,Arab Authors conference in Amman in 1992,A colour photograph of Mahmoud Shukair at the Arab Authors conference in Amman in 1992|~|صورة ملونة يظهر فيها محمود شقير خلال مؤتمر الأدباء والكُتّاب العرب في عمّان عام 1992.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,1992; Date created,1992,,"[31.9539494,35.910635]",,المركز الثقافي الملكي / عمان 1992  أثناء انعقاد مؤتمر الأدباء والكتاب العرب  محمود شقير يلقي كلمة فلسطين  في المؤتمر|~|Royal Cultural Center / Amman 1992. During the Arab Authors conference; Mahmoud Shukair is giving a speech about Palestine,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/48568_ca_object_representations_media_96537_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/63149_ca_object_representations_media_96537_original.jpg,https://palarchive.org/index.php/Detail/objects/125974/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:46,9 March 2021 at 11:26:29,A colour photograph of Mahmoud Shukair at the Arab Authors conference in Amman in 1992,صورة ملونة يظهر فيها محمود شقير خلال مؤتمر الأدباء والكُتّاب العرب في عمّان عام 1992.,color photographs,المركز الثقافي الملكي / عمان 1992  أثناء انعقاد مؤتمر الأدباء والكتاب العرب  محمود شقير يلقي كلمة فلسطين  في المؤتمر,Royal Cultural Center / Amman 1992. During the Arab Authors conference; Mahmoud Shukair is giving a speech about Palestine,
ark:/13030/m5007qb6,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0073|~|125975|~|56277_ca_object_representations_media_96539_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,محمود شقير خلال حضور مؤتمر الحزب الشيوعي في بنغلادش عام 1988,Mahmoud Shukair at the Communist Party conference in Bangladesh in 1988,A colour photograph of Mahmoud Shukair with members of the Communist Party at the Communist Party conference in Bangladesh in 1988|~|صورة ملونة يظهر فيها محمود شقير برفقة مجموعة من أعضاء الحزب الشيوعي خلال حضور مؤتمر الحزب الشيوعي في بنغلادش عام 1988.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,1988; Date created,1988,,"[23.684994,90.356331]",,بنغلادش 1988  محمود شقير  مع عد من ضيوف مؤتمر الحزب الشيوعي  في بنغلادش  في الوسط الأمين العام للحزب|~|Bangladesh / 1988 - Mahmoud Shukair with members of the Communist Party at the Communist Party conference in Bangladesh - The Party's Secretary is the one in the middle,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/85373_ca_object_representations_media_96539_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/56277_ca_object_representations_media_96539_original.jpg,https://palarchive.org/index.php/Detail/objects/125975/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:46,9 March 2021 at 11:26:29,A colour photograph of Mahmoud Shukair with members of the Communist Party at the Communist Party conference in Bangladesh in 1988,صورة ملونة يظهر فيها محمود شقير برفقة مجموعة من أعضاء الحزب الشيوعي خلال حضور مؤتمر الحزب الشيوعي في بنغلادش عام 1988.,color photographs,بنغلادش 1988  محمود شقير  مع عد من ضيوف مؤتمر الحزب الشيوعي  في بنغلادش  في الوسط الأمين العام للحزب,Bangladesh / 1988 - Mahmoud Shukair with members of the Communist Party at the Communist Party conference in Bangladesh - The Party's Secretary is the one in the middle,
ark:/13030/m5kt4dt5,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0074|~|125976|~|10342_ca_object_representations_media_96541_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,محمود شقير بعد إبعاده إلى بيروت عام 1975,Mahmoud Shukair after his deportation to Beirut in 1975,"A black-and-white photograph taken after the deportation of Mahmoud Shukair to Beirut in 1975. Shown in the photo; right to left, Mohammad Hasan al-Kashif, Mahmoud Shukair, Soliman al-Najjab, and Abdullah Siryani.|~|صورة غير ملونة يظهر فيها من اليمين إلى اليسار: محمد حسن الكاشف، محمود شقير، سليمان النجّاب، عبدالله السرياني، التُقطت الصورة بعد إبعاد محمود شقير إلى بيروت عام 1975.","Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",black-and-white photographs,,still image,1975; Date created,1975,,"[33.8937913,35.5017767]",,"يعد الإبعاد من السجن العام 1975  من اليمين إلى اليسار:  محمد حسن الكاشف، محمود شقير، سليمان النجاب، (...) عودة، عبدالله السرياني.  المكان: شاطئ البحر/ بيروت العام 1975|~|After the deportation from prison in 1975. Right to left: Mohammad Hasan al-Kashif, Mahmoud Shukair, Soliman al-Najjab, and Abdullah Siryani. Place: The beach/ Beirut in 1975",image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/94139_ca_object_representations_media_96541_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/10342_ca_object_representations_media_96541_original.jpg,https://palarchive.org/index.php/Detail/objects/125976/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:46,9 March 2021 at 11:26:29,"A black-and-white photograph taken after the deportation of Mahmoud Shukair to Beirut in 1975. Shown in the photo; right to left, Mohammad Hasan al-Kashif, Mahmoud Shukair, Soliman al-Najjab, and Abdullah Siryani.",صورة غير ملونة يظهر فيها من اليمين إلى اليسار: محمد حسن الكاشف، محمود شقير، سليمان النجّاب، عبدالله السرياني، التُقطت الصورة بعد إبعاد محمود شقير إلى بيروت عام 1975.,black-and-white photographs,يعد الإبعاد من السجن العام 1975  من اليمين إلى اليسار:  محمد حسن الكاشف، محمود شقير، سليمان النجاب، (...) عودة، عبدالله السرياني.  المكان: شاطئ البحر/ بيروت العام 1975,"After the deportation from prison in 1975. Right to left: Mohammad Hasan al-Kashif, Mahmoud Shukair, Soliman al-Najjab, and Abdullah Siryani. Place: The beach/ Beirut in 1975",
ark:/13030/m5g23p52,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0075|~|125977|~|77690_ca_object_representations_media_96543_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,خلال حفل تكريم لمحمود شقير في وزارة الثقافة عام 2005,A celebration to honor of Mahmoud Shukair at the Ministry of Culture in 2005,A colour photograph taken during a celebration to honor of Mahmoud Shukair at the Ministry of Culture in 2005|~|صورة ملونة من حفل تكريم لمحمود شقير في وزارة الثقافة عام 2005 .,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,2005; Date created,2005,,"[31.9037641,35.2034184]",,وزارة الثقافة / رام الله  أثناء حفل تكريم محمود شقير  2005|~|During a celebration to honor of Mahmoud Shukair at the Ministry of Culture in 2005,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/40530_ca_object_representations_media_96543_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/77690_ca_object_representations_media_96543_original.jpg,https://palarchive.org/index.php/Detail/objects/125977/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:46,9 March 2021 at 11:26:29,A colour photograph taken during a celebration to honor of Mahmoud Shukair at the Ministry of Culture in 2005,صورة ملونة من حفل تكريم لمحمود شقير في وزارة الثقافة عام 2005 .,color photographs,وزارة الثقافة / رام الله  أثناء حفل تكريم محمود شقير  2005,During a celebration to honor of Mahmoud Shukair at the Ministry of Culture in 2005,
ark:/13030/m5jt7cq7,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0076|~|125978|~|38852_ca_object_representations_media_96545_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,محمود شقير خلال اجتماع لمجموعة من موظفي وزارة الثقافة عام 1996,Mahmoud Shukair during a meeting with the employees at the Ministry of Culture in 1996,A colour photograph of Mahmoud Shukair during a meeting with the employees at the Ministry of Culture in 1996|~|صورة ملونة يظهر فيها محمود شقير خلال اجتماع لمجموعة من موظفي وزارة الثقافة عام 1996.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,1996; Date created,1996,,"[31.9037641,35.2034184]",,محمود شقير وعدد من موظفي وزارة الثقافة  رام الله 1996|~|Mahmoud Shukair during a meeting with the employees at the Ministry of Culture in 1996,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/40740_ca_object_representations_media_96545_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/5/38852_ca_object_representations_media_96545_original.jpg,https://palarchive.org/index.php/Detail/objects/125978/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:46,9 March 2021 at 11:26:28,A colour photograph of Mahmoud Shukair during a meeting with the employees at the Ministry of Culture in 1996,صورة ملونة يظهر فيها محمود شقير خلال اجتماع لمجموعة من موظفي وزارة الثقافة عام 1996.,color photographs,محمود شقير وعدد من موظفي وزارة الثقافة  رام الله 1996,Mahmoud Shukair during a meeting with the employees at the Ministry of Culture in 1996,
