Unnamed: 0,Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
200,ark:/13030/m55v12mt,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0203|~|84657|~|40741_ca_object_representations_media_56846_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال عملها في جمعية حاملات الطيب النسوية,Layla Tarazi During her Time Working with the Arab Orthodox Society,A colour photograph of Layla Tarazi during her time working with the Arab Orthodox Society in Jerusalem.|~|صورة ملونة تظهر فيها ليليى ترزي خلال عملها في جمعية حاملات الطيب النسوية في مدينة القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,,,,"[31.768319,35.21371]",,حاملات الطيب|~|The Arab Orthdox,image/jpeg,4751,7000,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/99712_ca_object_representations_media_56846_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/40741_ca_object_representations_media_56846_original.jpg,https://palarchive.org/index.php/Detail/objects/84657/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:24,9 March 2021 at 11:48:56,A colour photograph of Layla Tarazi during her time working with the Arab Orthodox Society in Jerusalem.,صورة ملونة تظهر فيها ليليى ترزي خلال عملها في جمعية حاملات الطيب النسوية في مدينة القدس.,color photographs,حاملات الطيب,The Arab Orthdox,
201,ark:/13030/m5ps5c39,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0204|~|84658|~|63130_ca_object_representations_media_56848_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال عملها في جمعية حاملات الطيب النسوية,Layla Tarazi During her Time Working with the Arab Orthodox Society,A colour photograph of Layla Tarazi during her time working with the Arab Orthodox Society in Jerusalem.|~|صورة ملونة تظهر فيها ليليى ترزي خلال عملها في جمعية حاملات الطيب النسوية في مدينة القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,,,,"[31.768319,35.21371]",,حاملات الطيب|~|The Arab Orthdox,image/jpeg,4751,7000,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/68926_ca_object_representations_media_56848_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/63130_ca_object_representations_media_56848_original.jpg,https://palarchive.org/index.php/Detail/objects/84658/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:24,9 March 2021 at 11:48:56,A colour photograph of Layla Tarazi during her time working with the Arab Orthodox Society in Jerusalem.,صورة ملونة تظهر فيها ليليى ترزي خلال عملها في جمعية حاملات الطيب النسوية في مدينة القدس.,color photographs,حاملات الطيب,The Arab Orthdox,
202,ark:/13030/m5k14mcw,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0205|~|84659|~|96309_ca_object_representations_media_56850_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في الاتحاد النسائي العربي في مدينة البيرة,Layla Tarazi at the Arab Women's Union in City of al-Bireh,A colour photograph of Layla Tarazi during one of the Arab Women's Union activities in al-Bireh.|~|صورة ملونة تظهر فيها ليلى ترزي خلال أحدى الفعاليات في الاتحاد النسائي العربي في البيرة.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,,,,"[31.9037641,35.2034184]",,الاتحاد النسائي  البيرة|~|The Women's Union al-Bireh,image/jpeg,4181,5190,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/28759_ca_object_representations_media_56850_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/96309_ca_object_representations_media_56850_original.jpg,https://palarchive.org/index.php/Detail/objects/84659/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:24,9 March 2021 at 11:48:55,A colour photograph of Layla Tarazi during one of the Arab Women's Union activities in al-Bireh.,صورة ملونة تظهر فيها ليلى ترزي خلال أحدى الفعاليات في الاتحاد النسائي العربي في البيرة.,color photographs,الاتحاد النسائي  البيرة,The Women's Union al-Bireh,
203,ark:/13030/m5ns8b1t,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0206|~|84660|~|75325_ca_object_representations_media_56852_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال عملها مع وكالة غوث وتشغيل اللاجئين في مدينة أريحا عام 1975,Layla Tarazi During her Time Working with the UNRWA in Jericho in 1975,A colour photograph of Layla Tarazi during her time working with the UNRWA in Jericho.|~|صورة ملونة تظهر فيها ليلى ترزي خلال عملها مع وكالة غوث وتشغيل اللاجئين (الأونروا) في مدينة أريحا.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,1975; Date created,1975,,"[31.8611058,35.4617583]",,1975 الحسين  أريحا|~|al-Hussein 1975 Jericho,image/jpeg,4137,5770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/98051_ca_object_representations_media_56852_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/75325_ca_object_representations_media_56852_original.jpg,https://palarchive.org/index.php/Detail/objects/84660/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:25,9 March 2021 at 11:48:55,A colour photograph of Layla Tarazi during her time working with the UNRWA in Jericho.,صورة ملونة تظهر فيها ليلى ترزي خلال عملها مع وكالة غوث وتشغيل اللاجئين (الأونروا) في مدينة أريحا.,color photographs,1975 الحسين  أريحا,al-Hussein 1975 Jericho,
204,ark:/13030/m5j17k9d,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0207|~|84661|~|33389_ca_object_representations_media_56854_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال عملها مع وكالة غوث وتشغيل اللاجئين في مدينة أريحا عام 1975,Layla Tarazi During her Time Working with the UNRWA in Jericho in 1975,A colour photograph of Layla Tarazi during her time working with the UNRWA in Jericho.|~|صورة ملونة تظهر فيها ليلى ترزي خلال عملها مع وكالة غوث وتشغيل اللاجئين (الأونروا) في مدينة أريحا.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,,still image,1975; Date created,1975,,"[31.8611058,35.4617583]",,,image/jpeg,4137,5770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/92682_ca_object_representations_media_56854_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/33389_ca_object_representations_media_56854_original.jpg,https://palarchive.org/index.php/Detail/objects/84661/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:25,9 March 2021 at 11:48:55,A colour photograph of Layla Tarazi during her time working with the UNRWA in Jericho.,صورة ملونة تظهر فيها ليلى ترزي خلال عملها مع وكالة غوث وتشغيل اللاجئين (الأونروا) في مدينة أريحا.,color photographs,,,
205,ark:/13030/m5m11njq,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0208|~|84662|~|59977_ca_object_representations_media_56855_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال حفل لمديرات ومدراء مدارس وكالة غوث وتشغيل اللاجئين,Layla Tarazi During a Party for UNRWA School Principals,A colour photograph of Layla Tarazi during a party for UNRWA school principals.|~|صورة ملونة تظهر فيها ليلى ترزي خلال حفل لمديرات ومدراء مدارس وكالة غوث وتشغيل اللاجئين (الأونروا).,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,,,,"[31.768319,35.21371]",,حفلة لمديرات ومدراء مدارس الوكالة|~|A party for UNRWA principals,image/jpeg,4142,5970,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/36800_ca_object_representations_media_56855_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/59977_ca_object_representations_media_56855_original.jpg,https://palarchive.org/index.php/Detail/objects/84662/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:25,9 March 2021 at 11:48:55,A colour photograph of Layla Tarazi during a party for UNRWA school principals.,صورة ملونة تظهر فيها ليلى ترزي خلال حفل لمديرات ومدراء مدارس وكالة غوث وتشغيل اللاجئين (الأونروا).,color photographs,حفلة لمديرات ومدراء مدارس الوكالة,A party for UNRWA principals,
206,ark:/13030/m52309vz,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0209|~|84663|~|53608_ca_object_representations_media_56857_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,صورة شخصية لليلى ترزي أمام ضريح تاج محل في الهند عام 1995,A Photograph of Layla Tarazi in Front of the Taj Majal Mausoleum in India in 1995,A colour photograph of Layla Tarazi in front of the Taj Majal Mausoleum in India in 1995.|~|صورة ملونة تظهر فيها ليلى الترزي أمام ضريح تاج محل في الهند عام 1995.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,,still image,20 November 1995; Date created,1995-11-20,,"[20.593684,78.96288]",,,image/jpeg,4074,5898,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/27723_ca_object_representations_media_56857_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/53608_ca_object_representations_media_56857_original.jpg,https://palarchive.org/index.php/Detail/objects/84663/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:25,9 March 2021 at 11:48:55,A colour photograph of Layla Tarazi in front of the Taj Majal Mausoleum in India in 1995.,صورة ملونة تظهر فيها ليلى الترزي أمام ضريح تاج محل في الهند عام 1995.,color photographs,,,
207,ark:/13030/m56t83s3,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0210|~|84664|~|59366_ca_object_representations_media_56858_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,صورة شخصية لليلى ترزي,A Photograph of Layla Tarazi,A colour photograph of Layla Tarazi.|~|صورة ملونة تظهر فيها ليلى ترزي.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,,still image,,,,,,,image/jpeg,5789,4142,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/22481_ca_object_representations_media_56858_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/59366_ca_object_representations_media_56858_original.jpg,https://palarchive.org/index.php/Detail/objects/84664/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:25,9 March 2021 at 11:48:55,A colour photograph of Layla Tarazi.,صورة ملونة تظهر فيها ليلى ترزي.,color photographs,,,
208,ark:/13030/m5z96vjz,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0211|~|84665|~|10134_ca_object_representations_media_56859_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي مع عائلتها,Layla Tarazi with her Family,A colour photograph of Layla Tarazi with her family.|~|صورة ملونة تظهر فيها ليلى ترزي برفقة عائلتها.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,,still image,,,,,,,image/jpeg,4102,5730,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/82646_ca_object_representations_media_56859_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/10134_ca_object_representations_media_56859_original.jpg,https://palarchive.org/index.php/Detail/objects/84665/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:25,9 March 2021 at 11:48:55,A colour photograph of Layla Tarazi with her family.,صورة ملونة تظهر فيها ليلى ترزي برفقة عائلتها.,color photographs,,,
209,ark:/13030/m58m4s6s,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0212|~|84666|~|55105_ca_object_representations_media_56860_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى الترزي في الخليل,Layla Tarazi in Hebron,A colour photograph of Layla Tarazi in the city of Hebron.|~|صورة ملونة لليلى ترزي في مدينة الخليل.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,,,,"[31.532569,35.099826]",,الخليل مع هيام الاسعد|~|Hebron with Hiam al-As'ad,image/jpeg,6951,4740,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/74356_ca_object_representations_media_56860_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/55105_ca_object_representations_media_56860_original.jpg,https://palarchive.org/index.php/Detail/objects/84666/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:26,9 March 2021 at 11:48:54,A colour photograph of Layla Tarazi in the city of Hebron.,صورة ملونة لليلى ترزي في مدينة الخليل.,color photographs,الخليل مع هيام الاسعد,Hebron with Hiam al-As'ad,
210,ark:/13030/m5x99tdk,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0213|~|84667|~|37511_ca_object_representations_media_56862_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال رحلة في مدينة الناصرة,Layla Tarazi During a Trip to the City of Nazareth,A colour photograph of Layla Tarazi during her trip to Nazareth.|~|صورة ملونة تظهر فيها ليلى ترزي خلال رحلة للناصرة.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,,,,"[32.699635,35.303546]",,رحلة الناصرة|~|Nazareth trip,image/jpeg,4740,7046,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/9147_ca_object_representations_media_56862_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/37511_ca_object_representations_media_56862_original.jpg,https://palarchive.org/index.php/Detail/objects/84667/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:26,9 March 2021 at 11:48:54,A colour photograph of Layla Tarazi during her trip to Nazareth.,صورة ملونة تظهر فيها ليلى ترزي خلال رحلة للناصرة.,color photographs,رحلة الناصرة,Nazareth trip,
211,ark:/13030/m5f83vpm,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0214|~|84668|~|16929_ca_object_representations_media_56864_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي برفقة ندى عبد الهادي أمام كلية شميدت للبنات في القدس,Layla Tarazi with Nada Abdulhadi in Front of Schmidt's Girl College in Jerusalem,A colour photograph of Layla Tarazi with Nada Abdulhadi in front of Schmidt's Girl College in Jerusalem.|~|صورة ملونة لليلى ترزي برفقة ندى عبد الهادي أمام كلية شميدت للبنات في القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,,,,"[31.768319,35.21371]",,مدخل شميدت ندى عبد الهادي|~|The entrance of Schmidt Schule- Nada ʿabd alHadi,image/jpeg,6972,4740,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/76036_ca_object_representations_media_56864_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/16929_ca_object_representations_media_56864_original.jpg,https://palarchive.org/index.php/Detail/objects/84668/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:26,9 March 2021 at 11:48:54,A colour photograph of Layla Tarazi with Nada Abdulhadi in front of Schmidt's Girl College in Jerusalem.,صورة ملونة لليلى ترزي برفقة ندى عبد الهادي أمام كلية شميدت للبنات في القدس.,color photographs,مدخل شميدت ندى عبد الهادي,The entrance of Schmidt Schule- Nada ʿabd alHadi,
212,ark:/13030/m54v41hw,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0215|~|84669|~|73975_ca_object_representations_media_56866_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,صورة شخصية لليلى ترزي,A Colour Photograph of Layla Tarzi,A colour photograph of Layla Tarazi.|~|صورة ملونة لليلى ترزي.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,,still image,,,,,,,image/jpeg,6683,4821,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/75478_ca_object_representations_media_56866_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/73975_ca_object_representations_media_56866_original.jpg,https://palarchive.org/index.php/Detail/objects/84669/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:26,9 March 2021 at 11:48:54,A colour photograph of Layla Tarazi.,صورة ملونة لليلى ترزي.,color photographs,,,
213,ark:/13030/m5h497kb,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0216|~|84670|~|74945_ca_object_representations_media_56867_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,Layla Tarazi's Visit to Tunisia,Layla Tarazi's Visit to Tunisia,A colour photograph of Layla Tarazi's visit to Tunisia.|~|صورة ملونة لزيارة ليلى ترزي لتونس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,,,,"[33.886917,9.537499]",,تونس|~|Tunis,image/jpeg,4595,6865,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/42558_ca_object_representations_media_56867_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/74945_ca_object_representations_media_56867_original.jpg,https://palarchive.org/index.php/Detail/objects/84670/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:26,21 November 2020 at 10:55:29,A colour photograph of Layla Tarazi's visit to Tunisia.,صورة ملونة لزيارة ليلى ترزي لتونس.,color photographs,تونس,Tunis,
214,ark:/13030/m59m1tb5,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0217|~|84671|~|19065_ca_object_representations_media_56869_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,Layla Tarazi's Visit to Tunisia,Layla Tarazi's Visit to Tunisia,A colour photograph of Layla Tarazi's visit to Tunisia.|~|صورة ملونة لزيارة ليلى ترزي لتونس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,,,,"[33.886917,9.537499]",,تونس|~|Tunis,image/jpeg,4595,6865,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/28166_ca_object_representations_media_56869_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/19065_ca_object_representations_media_56869_original.jpg,https://palarchive.org/index.php/Detail/objects/84671/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:26,21 November 2020 at 10:55:29,A colour photograph of Layla Tarazi's visit to Tunisia.,صورة ملونة لزيارة ليلى ترزي لتونس.,color photographs,تونس,Tunis,
215,ark:/13030/m5cc8gvm,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0218|~|84672|~|86913_ca_object_representations_media_56871_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,Layla Tarazi's Visit to Tunisia,Layla Tarazi's Visit to Tunisia,A colour photograph of Layla Tarazi's visit to Tunisia.|~|صورة ملونة لزيارة ليلى ترزي لتونس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,,,,"[33.886917,9.537499]",,تونس|~|Tunis,image/jpeg,4595,6865,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/4407_ca_object_representations_media_56871_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/86913_ca_object_representations_media_56871_original.jpg,https://palarchive.org/index.php/Detail/objects/84672/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:27,21 November 2020 at 10:55:29,A colour photograph of Layla Tarazi's visit to Tunisia.,صورة ملونة لزيارة ليلى ترزي لتونس.,color photographs,تونس,Tunis,
216,ark:/13030/m51338r1,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0219|~|84673|~|76397_ca_object_representations_media_56873_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,Layla Tarazi's Visit to Tunisia,Layla Tarazi's Visit to Tunisia,A colour photograph of Layla Tarazi's visit to Tunisia.|~|صورة ملونة لزيارة ليلى ترزي لتونس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,,,,"[33.886917,9.537499]",,تونس|~|Tunis,image/jpeg,4595,6865,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/37651_ca_object_representations_media_56873_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/76397_ca_object_representations_media_56873_original.jpg,https://palarchive.org/index.php/Detail/objects/84673/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:27,21 November 2020 at 10:55:29,A colour photograph of Layla Tarazi's visit to Tunisia.,صورة ملونة لزيارة ليلى ترزي لتونس.,color photographs,تونس,Tunis,
217,ark:/13030/m5mt18v4,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0220|~|84674|~|36047_ca_object_representations_media_56875_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال عِمَاد أحد أفراد عائلتها في مدينة القدس,Layla Tarazi During the Christening of a Family Member in the City of Jerusalem,A colour photograph of Layla Tarazi during the christening of a family member in the city of Jerusalem.|~|صورة ملونة خلال عِمَاد أحد أقارب ليلى ترزي فيمدينة القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,1976; Date created,1976,,"[31.768319,35.21371]",,,image/jpeg,3959,5556,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/65322_ca_object_representations_media_56875_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/36047_ca_object_representations_media_56875_original.jpg,https://palarchive.org/index.php/Detail/objects/84674/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:27,9 March 2021 at 11:48:53,A colour photograph of Layla Tarazi during the christening of a family member in the city of Jerusalem.,صورة ملونة خلال عِمَاد أحد أقارب ليلى ترزي فيمدينة القدس.,color photographs,,,
218,ark:/13030/m5vb5r5t,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0221|~|84675|~|7063_ca_object_representations_media_56876_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال عِمَاد أحد أفراد عائلتها في مدينة القدس,Layla Tarazi During the Christening of a Family Member in the City of Jerusalem,A colour photograph of Layla Tarazi during the christening of a family member in the city of Jerusalem.|~|صورة ملونة خلال عِمَاد أحد أقارب ليلى ترزي فيمدينة القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,1976; Date created,1976,,"[31.768319,35.21371]",,,image/jpeg,3959,5556,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/21957_ca_object_representations_media_56876_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/7063_ca_object_representations_media_56876_original.jpg,https://palarchive.org/index.php/Detail/objects/84675/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:27,9 March 2021 at 11:48:53,A colour photograph of Layla Tarazi during the christening of a family member in the city of Jerusalem.,صورة ملونة خلال عِمَاد أحد أقارب ليلى ترزي فيمدينة القدس.,color photographs,,,
